row ID,row m/z,row retention time,LQ-01-61-08_pos.mzXML Peak area,LQ-01-61-09_pos.mzXML Peak area,LQ-01-61-15_pos.mzXML Peak area,LQ-01-61-05_pos.mzXML Peak area,LQ-01-61-12_pos.mzXML Peak area,LQ-01-61-22_pos.mzXML Peak area,LQ-01-61-27_pos.mzXML Peak area,LQ-01-61-10_pos.mzXML Peak area,LQ-01-61-06_pos.mzXML Peak area,LQ-01-61-02_pos.mzXML Peak area,LQ-01-61-01_pos.mzXML Peak area,LQ-01-61-16_pos.mzXML Peak area,LQ-01-61-13_pos.mzXML Peak area,LQ-01-61-04_pos.mzXML Peak area,LQ-01-61-03_pos.mzXML Peak area,LQ-01-61-11_pos.mzXML Peak area,LQ-01-61-42_pos.mzXML Peak area,LQ-01-61-28_pos.mzXML Peak area,LQ-01-61-21_pos.mzXML Peak area,LQ-01-61-23_pos.mzXML Peak area,LQ-01-61-47_pos.mzXML Peak area,LQ-01-61-18_pos.mzXML Peak area,LQ-01-61-26_pos.mzXML Peak area,LQ-01-61-29_pos.mzXML Peak area,LQ-01-61-44_pos.mzXML Peak area,LQ-01-61-46_pos.mzXML Peak area,LQ-01-61-30_pos.mzXML Peak area,LQ-01-61-17_pos.mzXML Peak area,LQ-01-61-32_pos.mzXML Peak area,LQ-01-61-25_pos.mzXML Peak area,LQ-01-61-14_pos.mzXML Peak area,LQ-01-61-62_pos.mzXML Peak area,LQ-01-61-57_pos.mzXML Peak area,LQ-01-61-60_pos.mzXML Peak area,LQ-01-61-39_pos.mzXML Peak area,LQ-01-61-33_pos.mzXML Peak area,LQ-01-61-77_pos.mzXML Peak area,LQ-01-61-38_pos.mzXML Peak area,LQ-01-61-43_pos.mzXML Peak area,LQ-01-61-07_pos.mzXML Peak area,LQ-01-61-61_pos.mzXML Peak area,LQ-01-61-36_pos.mzXML Peak area,LQ-01-61-48_pos.mzXML Peak area,LQ-01-61-49_pos.mzXML Peak area,LQ-01-61-20_pos.mzXML Peak area,LQ-01-61-19_pos.mzXML Peak area,LQ-01-61-40_pos.mzXML Peak area,LQ-01-61-24_pos.mzXML Peak area,LQ-01-61-34_pos.mzXML Peak area,LQ-01-61-51_pos.mzXML Peak area,LQ-01-61-31_pos.mzXML Peak area,LQ-01-61-76_pos.mzXML Peak area,LQ-01-61-64_pos.mzXML Peak area,LQ-01-61-52_pos.mzXML Peak area,LQ-01-61-68_pos.mzXML Peak area,LQ-01-61-50_pos.mzXML Peak area,LQ-01-61-78_pos.mzXML Peak area,LQ-01-61-63_pos.mzXML Peak area,LQ-01-61-67_pos.mzXML Peak area,LQ-01-61-54_pos.mzXML Peak area,LQ-01-61-69_pos.mzXML Peak area,LQ-01-61-53_pos.mzXML Peak area,LQ-01-61-45_pos.mzXML Peak area,LQ-01-61-59_pos.mzXML Peak area,LQ-01-61-58_pos.mzXML Peak area,LQ-01-61-41_pos.mzXML Peak area,LQ-01-61-66_pos.mzXML Peak area,LQ-01-61-35_pos.mzXML Peak area,LQ-01-61-71_pos.mzXML Peak area,LQ-01-61-72_pos.mzXML Peak area,LQ-01-61-70_pos.mzXML Peak area,LQ-01-61-65_pos.mzXML Peak area,LQ-01-61-75_pos.mzXML Peak area,LQ-01-61-37_pos.mzXML Peak area,LQ-01-61-73_pos.mzXML Peak area,LQ-01-61-74_pos.mzXML Peak area,LQ-01-61-55_pos.mzXML Peak area,LQ-01-61-56_pos.mzXML Peak area
8160,369.2792457,6.0124335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140073.4,0,0,0,0,0,0,0,0,0,0,0,0
8161,369.2796149,6.38575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94159.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8162,369.3001622,6.55695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89546.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8163,369.3002459,4.9551334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61811.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8164,369.3009901,6.00955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54289.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,369.3010128,5.644316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87189.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144483.31,0,39708.254,0,0,0,0,0,0,0,0,0,0,0,0,0
8166,369.3158557,6.506695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54967.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32490.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51785.723,0,0,0,0,0,0
8167,369.3162577,5.6337595,0,0,0,0,0,0,0,0,0,0,0,0,256553.95,22936.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96028.81,90165.25,0,0,0,0,0,0,0,0,0,0,101900.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8168,369.3159132,4.63155,0,0,0,0,0,0,0,0,0,0,0,0,97232.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8169,369.3163513,5.494117,0,0,0,0,0,0,0,0,0,0,0,0,152143.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220672.89,0,0,0,0,0,0
8170,369.3163292,5.2717733,0,0,0,0,0,0,0,0,0,0,0,0,106385.02,0,0,86544.266,0,85919.016,0,0,0,0,0,0,0,0,0,0,0,0,69151.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35147.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8171,369.3167394,5.82415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74901.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8172,369.3167799,4.737975,0,0,0,0,0,0,0,0,0,0,0,0,422170.22,0,0,56595.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8173,369.3171849,4.474689,0,0,0,0,0,0,0,0,0,0,0,0,747252.2,45456.332,0,23147.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8174,369.3526161,6.0471334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68977.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8175,369.6334528,5.9896083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600325.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316111.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8176,369.6343517,5.88455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292609.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8177,370.059949,3.6991832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263519.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8178,370.074335,2.2434833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392523.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8179,370.2125688,1.4213667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387666.72,0,0,0
8180,370.2694877,3.8359666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202289.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8181,370.2959343,5.1817,0,0,0,0,0,0,0,104377.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128523.95,0,0,0,0,0,0,0,0,0,0,0,468600.78,0,0,0,0,83022.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56858.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8182,370.3325847,6.238325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174892.2,0,0,0,0,0,0,0,0,0,0,0,817098.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8183,370.6333576,4.955167,0,0,0,664287.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,370.9445964,0.690207,0,0,26364.156,0,0,0,26796.76,0,19011.205,0,0,0,47956.99,0,0,0,0,0,0,82196.67,0,0,54360.24,0,0,0,72324.59,0,0,0,26006.709,0,0,0,20204.38,0,0,0,0,0,0,14085.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79457.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48772.32
8185,370.9448492,0.93571055,41002.727,50492.387,60520.97,0,0,24504.469,0,0,0,68445.56,0,0,0,0,117174.11,0,127690.62,0,77646.766,0,22778.457,0,29137.223,0,0,0,39917.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45111.797,0,0,133811.8,0,0,0,0,0,0,97791.195,0,0,0,0,0,103382.02,0,0,0,0,0,0,0,157671.66,0,0,0,0,0,0,0,0,0,0
8186,370.9448994,0.82453537,24922.861,0,0,0,0,36139.98,135043.11,0,43190.17,0,0,0,0,70825.95,118188.6,0,39787.227,20218.04,0,89598.44,25205.672,0,17248.54,0,0,112600.58,0,0,0,0,108080.664,0,0,0,46707.164,0,0,0,0,67656.37,0,106622.89,0,55098.355,0,0,0,0,0,0,64333.684,28091.965,0,88672.13,0,31528.107,0,0,0,71313.805,0,0,74954.51,0,0,0,0,22305.691,0,0,0,0,0,0,0,0,0,0
8187,370.9449085,1.0644197,0,16203.894,120510.37,0,0,40219.695,0,0,95540.44,95340.34,0,0,0,82059,0,0,0,0,50169.906,0,80561.695,0,107313.33,0,0,103372.71,0,0,167900.84,0,103466.02,0,0,0,117921.625,0,0,0,0,0,0,76708.83,0,122549.195,0,116478.05,0,0,0,0,80781.83,0,0,0,0,135679.53,70283.21,0,0,0,0,0,93075.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103655.28
8188,370.944998,1.2097754,155799.47,158034.45,56751.105,0,0,87543.57,239760.78,0,0,90739.27,0,0,194144.94,177061.58,56471.26,0,0,0,67877.016,0,0,0,66367.914,0,0,0,78871.766,0,0,0,0,0,0,0,0,0,0,0,0,197949.3,0,53489.156,0,0,0,0,0,0,0,0,194566.39,41512.64,0,71173.555,0,0,0,0,0,49106.32,0,0,0,0,0,0,0,68628.195,0,0,0,0,0,0,0,0,0,0
8189,370.9451117,1.3524175,44271.016,0,53790.805,0,0,110924.016,0,0,148800.98,66942.83,0,0,179200.22,0,123166.75,0,0,0,103744.266,0,88135.95,0,48296.348,0,0,133092.28,0,0,105246.055,0,116441.08,0,0,0,119044.516,0,0,0,0,58138.594,0,115902.05,0,63095.383,0,169618.17,103265.95,0,0,0,0,168715.61,0,102560.195,0,187368.14,0,0,0,0,0,0,105664.086,0,0,0,0,80980.37,0,0,0,0,0,0,0,0,0,189023.2
8190,370.9451928,1.5201992,89945.84,69738.96,140158.38,0,0,0,0,0,57346.273,0,0,0,0,68813.086,0,0,0,0,135084.11,0,95729.414,0,60840.78,0,0,50863.863,127270.29,0,41339.277,0,125068.625,0,0,0,0,0,0,0,0,108730.445,0,47194.836,0,97896.69,0,114047.05,0,0,0,0,47363.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61070.02,0,0,0,0,0,0,0,0,0,0
8191,370.9452516,1.6972482,0,40426.69,0,0,0,0,0,0,86322.234,67308.9,0,0,0,90948.45,92356.08,0,0,0,0,0,74936.87,0,0,0,0,0,0,0,102598.08,0,72447.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71118.32,0,0,0,0,0,40171.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8192,370.9452357,1.8932583,0,55491.71,0,0,0,0,0,0,0,18866.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8193,371.0398909,2.4429166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108495.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8194,371.0708431,1.4571167,0,0,0,123447.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8195,371.0722685,1.7780167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287517.4,0,0,0,17741.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8196,371.0760451,2.7172918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86673.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84821.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8197,371.0870929,1.3491167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389954.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8198,371.0871376,1.5421166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247136.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8199,371.110135,2.3751166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102426.1,0,0,0,0
8200,371.1102078,2.159611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163274.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270898.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83390.62,0,0,0,0
8201,371.11039,1.6551833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55185.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8202,371.148018,3.5950918,0,0,0,0,0,0,0,0,0,0,0,0,0,73684.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3491505.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8203,371.1843658,4.4948587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282358.4,0,0,0,0,0,0,0,0,0,0,0,0,0,40039.875,0,0,1564369.6,1135203.6
8204,371.1850513,3.6535916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129959.97,89625.664
8205,371.1857801,4.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356324.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206,371.1965589,3.3756166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33714.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8207,371.1967164,4.122975,0,0,0,0,60645.61,0,0,345643.03,0,0,0,169108.55,0,121015.664,0,94948.55,0,0,0,0,0,0,0,0,0,152192.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58292.547,0,95872.58,144369.06,0,77858.32,284968.38,0,0,0,0,0,168918.84,291040.12,0,109862.74,0,242284.78,0,0,0,95948.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8208,371.2062794,1.8877667,0,0,0,0,0,0,0,325100.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8209,371.2085114,2.8392913,0,0,59883.42,0,0,0,97440.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481529.9,59691.72,0,0,559616.06,0,0,0,0,0,0,0,408310.88,227286.9,0,0,0,89636.28,111555.56,478631.06,0,0,175129.28,233082.1,0,0,0,0,0,0,62890.227,0,0,0,0,139011.88,0,0,0,0,0,449640.3,97220.35,0,0,0,0,0,0,174754,0,0,0,0,0,0
8210,371.21083,4.71305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60129.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,371.2159398,1.4213667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81914.555,0,0,0
8212,371.2429717,3.1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61394.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68163.85,0,0,0,0,0,0,0,0
8213,371.2434453,4.058533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111766,0,0,0,0,0,0,0,0
8214,371.2581155,4.673633,113635.52,0,0,0,0,0,0,0,0,0,283876.53,212618.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252343.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237150.5,0,0,0,0,0,0,0,414061.7,0,0,0,0,0,0
8215,371.2583837,3.6304667,0,0,0,0,0,0,0,0,0,0,0,0,59935.406,0,0,0,0,0,0,0,0,0,0,0,0,0,240247.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216,371.2584532,5.125208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48747.96,0,0,0,0,0,0,0,0,55137.42,0,0,0
8217,371.2586341,5.8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166325.6,0,0,0,0,0,0,0,0,0,0,0,0
8218,371.2586541,3.9911916,0,0,0,0,0,0,0,0,0,0,347117.7,0,140933.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8219,371.2772462,3.64055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165946.66,0,0,0,0,0,0,0,0
8220,371.2797985,4.473956,0,0,0,87148.92,0,0,0,0,0,0,0,0,54526.16,0,0,120190.58,0,0,0,0,0,0,0,0,0,0,0,0,163720.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214012.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102391.29,0,45426.81,0,0,64650.38,0,0,0,0,122262.67,0,86290.234,95702.23,0,0
8221,371.2790455,4.7664666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121969.54,0,0,93770.28,0,0,0,0,0,0,0,0,0,0,397521.9,0,0,0,160569.6,0,0,0,0,0,0,0,0,197947.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203295.2,0,0,0,0,0,0,0,0
8222,371.2951491,4.3203664,0,0,0,0,0,0,0,0,0,0,0,0,459884.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95421.26,0,0,0,0,0,0,0,0,0,0,105750.8,0,0,0,0,0
8223,371.2953587,4.907067,0,0,0,0,0,0,0,0,0,0,0,0,85106.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282631.7,316239.56,0,0,18780.371,0,0
8224,371.2954214,5.618967,0,0,0,0,0,0,0,0,0,0,0,0,77146.3,0,0,0,0,104836.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8225,371.2955329,5.402983,0,0,0,0,0,0,0,0,0,0,0,0,632979.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758830,0,0,233725.4,0,0
