	annotation network number	LQ-01-61-23_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
1380	2253.0	0.0003067117935517571	4.78	208.117	{1773}	{'[M+HFA+H]+'}	161.1057	non anotated	not interesting
1389	2266.0	0.00559843654315599	4.78	333.1832	{5314, 6440, 5068, 3472, 4156, 7326}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M-H2O+Na]+', '[M+Na]+', '[M+K]+', '[M+H]+'}	294.2202	annotated	not interesting
4886	1368x	0.00034487203790045434	4.78	196.609	{1368}	{nan}	0.0	non anotated	not interesting
1393	2272.0	0.00038534729767036164	4.79	581.4379	{14737, 14443}	{'[M+H]+', '[M+Na]+'}	558.4488	non anotated	not interesting
5611	1473x	0.0004148039810540143	4.84	200.0831	{1473}	{nan}	0.0	non anotated	not interesting
7126	2333x	0.00023027906434288186	4.84	223.0964	{2333}	{nan}	0.0	non anotated	not interesting
1420	2309.0	0.0006497183027896553	4.84	579.2924	{14713, 6421}	{'[2M+Na]+', '[M+K]+'}	278.1518	non anotated	not interesting
10726	6849x	0.0005260914564587007	4.84	324.2171	{6849}	{nan}	0.0	non anotated	not interesting
1423	2312.0	0.0004300793837807226	4.84	355.1907	{1795, 7492, 8180}	{'[2M-H2O+H]+', '[M+Na]+', '[2M-2H2O+H]+'}	186.0978	non anotated	not interesting
1419	2308.0	0.00011466843273546635	4.84	273.1851	{3997}	{'[M+NH4]+'}	255.1501	annotated	not interesting
1397	2278.0	0.0003512805979769521	4.84	302.0698	{5480}	{'[M+HFA+K]+'}	217.1	non anotated	not interesting
1433	2324.0	0.0019926225225352576	4.86	317.209	{4161, 6442, 5071}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	294.2197	annotated	not interesting
4903	1370x	8.350584310328717e-05	4.86	196.609	{1370}	{nan}	0.0	non anotated	not interesting
6566	1658x	0.00018968255477819942	4.88	205.1952	{1658}	{nan}	0.0	annotated	not interesting
1460	2359.0	7.899981594010565e-05	4.89	318.1543	{6524, 5061, 4151}	{'[M+Na]+', '[M-H2O+NH4]+', '[M-2H2O+NH4]+'}	295.1669	non anotated	not interesting
8915	4636x	0.0002382498965594414	4.89	287.2372	{4636}	{nan}	0.0	annotated	not interesting
12320	8907x	0.0008034202767622627	4.89	381.1335	{8907}	{nan}	0.0	non anotated	not interesting
1479	2387.0	0.00020874149296209898	4.92	255.232	{3341}	{'[2M+Na]+'}	116.1215	annotated	not interesting
1478	2386.0	0.00012528711286037867	4.92	217.1955	{2113, 2114, 957}	{'[M+Na]+', '[M+ACN+NH4]+'}	158.1344	non anotated	not interesting
1514	2439.0	0.0003115812442972417	4.97	279.1749	{1664, 4227}	{'[M-2H2O+H]+', '[M+K]+'}	240.2104	annotated	not interesting
7027	2208x	0.0003140253424797456	4.99	219.1746	{2208}	{nan}	0.0	annotated	not interesting
1573	2532.0	0.0012419457178779723	5.06	319.225	{6604, 5199}	{'[M+H]+', '[M+Na]+'}	296.2357	annotated	not interesting
10927	7099x	0.00017180946050712037	5.12	329.2114	{7099}	{nan}	0.0	non anotated	not interesting
1617	2605.0	5.7625642847317755e-05	5.14	499.2683	{3401, 13214, 12545}	{'[2M-2H2O+K]+', '[M+NH4]+', '[2M-H2O+K]+'}	239.1574	non anotated	not interesting
1620	2610.0	0.0003270345486461864	5.16	338.2694	{4256, 6243, 6603, 7533, 5200, 4251}	{'[M-H2O+H]+', '[M+ACN+H]+', '[M+NH4]+', '[M+Na]+', '[M+H]+'}	296.2356	annotated	not interesting
8340	3916x	7.86191694340475e-05	5.18	271.2426	{3916}	{nan}	0.0	non anotated	not interesting
12418	9039x	0.0001133577037631991	5.21	385.2733	{9039}	{nan}	0.0	non anotated	not interesting
11633	8006x	0.00028122373203950084	5.25	351.1232	{8006}	{nan}	0.0	non anotated	not interesting
1669	2692.0	0.0002417704446241128	5.28	493.1985	{11433, 12995, 12190}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	470.2095	non anotated	not interesting
1668	2691.0	5.871403766047668e-05	5.28	520.376	{13760, 12333, 10893, 11700, 12508}	{'[M-H2O+H]+', '[M+NH4]+', '[M+Na]+', '[M+ACN+Na]+', '[M+H]+'}	456.361	annotated	not interesting
5305	14315x	0.00031848011927004854	5.28	551.264	{14315}	{nan}	0.0	non anotated	not interesting
7919	3340x	7.760500261008709e-05	5.39	255.232	{3340}	{nan}	0.0	annotated	not interesting
1743	2812.0	0.00016818431970475837	5.4	297.2418	{3808, 4089, 5191}	{'[M+H]+', '[M+Na]+', '[M-CO2+K]+'}	274.2525	non anotated	not interesting
1746	2822.0	0.00015157367054621985	5.41	369.2789	{7129, 8636}	{'[M-H2O+H]+', '[M+Na]+'}	346.2887	annotated	not interesting
12464	9100x	0.00023853833423415692	5.43	387.2887	{9100}	{nan}	0.0	non anotated	not interesting
1760	2844.0	0.00022696097651394952	5.45	309.7014	{5970, 5967}	{'[M+ACN+Na]+'}	245.6841	non anotated	not interesting
1771	2859.0	0.006082679175665617	5.47	463.379	{11900, 10892}	{'[M+HFA+H]+', '[M+Na]+'}	416.3674	annotated	not interesting
1784	2881.0	0.00018909884444528695	5.5	228.1962	{1284, 2503}	{'[M-H2O+H]+', '[M+NH4]+'}	210.1625	non anotated	not interesting
12095	8635x	0.00032888462400439367	5.51	369.2769	{8635}	{nan}	0.0	non anotated	not interesting
8006	3473x	0.0008272988557066571	5.53	259.2059	{3473}	{nan}	0.0	non anotated	not interesting
10949	7127x	0.000581854050168328	5.55	329.2842	{7127}	{nan}	0.0	non anotated	not interesting
1828	2952.0	0.0002405420338196857	5.57	279.2323	{4254}	{'[M+HFA+NH4]+'}	215.1942	non anotated	not interesting
2944	10889x	0.002168740395846217	5.58	439.3577	{10889}	{nan}	0.0	annotated	not interesting
8050	3536x	0.0002444050512523743	5.58	261.2215	{3536}	{nan}	0.0	annotated	not interesting
1818	2935.0	0.0006133451819894384	5.58	385.2716	{8896, 9038}	{'[M+NH4]+', '[M+Na]+'}	362.2823	non anotated	not interesting
7433	2714x	0.00014033643641946802	5.59	235.1693	{2714}	{nan}	0.0	annotated	not interesting
3226	11265x	0.0003246241281043187	5.64	447.2893	{11265}	{nan}	0.0	non anotated	not interesting
8609	4260x	0.00014313882080080524	5.76	279.2326	{4260}	{nan}	0.0	non anotated	not interesting
7923	3348x	0.00032943965347084574	5.77	255.2324	{3348}	{nan}	0.0	annotated	not interesting
5812	15033x	0.0009696718016900621	5.78	609.2728	{15033}	{nan}	0.0	non anotated	not interesting
5889	15176x	0.0004374200120010189	5.84	625.2666	{15176}	{nan}	0.0	non anotated	not interesting
8696	4378x	0.0019038346124282879	5.84	282.2797	{4378}	{nan}	0.0	annotated	not interesting
11048	7258x	0.0002010973201417305	5.84	331.2848	{7258}	{nan}	0.0	non anotated	not interesting
1935	3110.0	0.0007647633180796366	5.86	353.2095	{7290, 7507, 6317, 8117}	{'[M+K]+', '[M+H]+', '[M+Na]+', '[M+NH4]+'}	314.2464	annotated	not interesting
1950	3132.0	0.0013248460767847625	5.88	271.2425	{795, 3911}	{'[2M-CO2+H]+', '[M+NH4]+'}	157.1136	non anotated	not interesting
1956	3139.0	7.833203496742179e-05	5.89	219.175	{2212, 1343}	{'[M+ACN+H]+', '[M+NH4]+'}	177.1411	annotated	not interesting
7680	3017x	0.0003835686072500202	5.91	245.227	{3017}	{nan}	0.0	non anotated	not interesting
1974	3171.0	0.0004905361673247272	5.93	329.2074	{3621, 7094}	{'[M+Na]+', '[M-CO2+H]+'}	306.2191	non anotated	not interesting
6585	1680x	0.0002616828126320769	5.93	205.6328	{1680}	{nan}	0.0	non anotated	not interesting
1979	3180.0	0.0016312073896682451	5.93	353.2681	{7259, 8132, 6205}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	330.2779	non anotated	not interesting
8669	4345x	0.00025148406387814003	5.93	281.2481	{4345}	{nan}	0.0	annotated	not interesting
7540	2843x	0.00011712383796289663	5.94	239.2372	{2843}	{nan}	0.0	non anotated	not interesting
1982	3185.0	0.002404875254265827	5.94	631.2533	{15032, 15213}	{'[M+H]+', '[M+Na]+'}	608.2643	non anotated	not interesting
7920	3343x	0.0004304305640659716	5.97	255.2321	{3343}	{nan}	0.0	annotated	not interesting
12621	9285x	0.00025580472683802357	6.0	395.368	{9285}	{nan}	0.0	non anotated	not interesting
3227	11266x	0.00030556563575476566	6.01	447.2895	{11266}	{nan}	0.0	non anotated	not interesting
2007	3222.0	0.0005265260763566461	6.04	374.3272	{7593, 8284, 8766}	{'[M-H2O+H]+', '[M+H]+', '[M+NH4]+'}	356.2933	annotated	not interesting
2016	3236.0	0.0016847116266431135	6.07	615.2575	{14868, 15087}	{'[M+H]+', '[M+Na]+'}	592.2689	non anotated	not interesting
2023	3250.0	0.0003010716941318695	6.1	395.3682	{9290, 8355}	{'[M+Na]+', '[M+ACN+NH4]+'}	336.3069	annotated	not interesting
11836	8288x	0.0013102042595363609	6.15	357.3372	{8288}	{nan}	0.0	non anotated	not interesting
5687	14844x	0.00014176286283414894	6.16	591.4263	{14844}	{nan}	0.0	non anotated	not interesting
2035	3273.0	0.00226377019257399	6.16	397.3314	{9346, 7598}	{'[M-2H2O+H]+', '[M+Na]+'}	374.3414	non anotated	not interesting
5705	14870x	0.0004245559420618411	6.17	593.2768	{14870}	{nan}	0.0	non anotated	not interesting
2058	3309.0	0.0005836776498253425	6.25	551.4665	{14326, 3415}	{'[2M+H]+', '[M-2H2O+NH4]+'}	275.2324	annotated	not interesting
12300	8883x	0.00040195512435453726	6.27	379.2847	{8883}	{nan}	0.0	non anotated	not interesting
8773	4469x	0.00018517014189537793	6.32	284.2949	{4469}	{nan}	0.0	non anotated	not interesting
12622	9288x	9.607099826060654e-05	6.33	395.3681	{9288}	{nan}	0.0	non anotated	not interesting
2097	3381.0	9.190931982868754e-05	6.33	913.7283	{11703, 13761, 10123, 12332, 10894, 11694, 10896, 10133, 11701, 10135, 12502, 15993, 12503}	{'[M-H2O+H]+', '[M-2H2O+H]+', '[M+NH4]+', '[M+Na]+', '[2M+H]+', '[M+ACN+Na]+', '[M+H]+'}	456.3609	annotated	not interesting
2095	3378.0	0.00029751695400231595	6.33	472.3803	{12261, 11290, 11478, 10166}	{'[M+ACN+H]+', '[M+NH4]+', '[2M-H2O+2H]2+', '[M+Na]+'}	430.3469	annotated	not interesting
2093	3376.0	0.001245210391322698	6.33	283.2636	{2026, 4442}	{'[2M+Na]+', '[M+HFA+K]+'}	130.1374	annotated	not interesting
10036	6004x	0.0008564028532567676	6.37	310.3106	{6004}	{nan}	0.0	non anotated	not interesting
2135	3446.0	0.0006390751395001298	6.44	326.3061	{6960, 5949}	{'[M+H]+', '[M+NH4]+'}	308.2721	non anotated	not interesting
13058	9824x	0.0001781065345610315	6.45	411.3626	{9824}	{nan}	0.0	non anotated	not interesting
8668	4344x	0.0001377866069069424	6.46	281.248	{4344}	{nan}	0.0	annotated	not interesting
2159	3481.0	0.00040885087848691856	6.5	485.3615	{12744, 11213, 11895}	{'[M-H2O+H]+', '[M+H]+', '[M+Na]+'}	462.3714	non anotated	not interesting
2152	3471.0	8.663742813659052e-05	6.52	329.2844	{7128}	{'[2M-H2O+H]+'}	173.1448	non anotated	not interesting
2676	10551x	0.00012522588265712832	6.55	429.3729	{10551}	{nan}	0.0	non anotated	not interesting
2172	3503.0	0.00011650045866162997	6.59	453.3733	{9912, 10618, 9286, 11495}	{'[M-H2O+H]+', '[M+H]+', '[M-2H2O+H]+', '[M+Na]+'}	430.3822	annotated	not interesting
8886	45x	0.00020969767045555865	6.72	110.0203	{45}	{nan}	0.0	non anotated	not interesting
2198	3542.0	0.00032689351409491126	6.73	443.3883	{11124, 9620}	{'[M+Na]+', '[M+ACN+NH4]+'}	384.3275	annotated	not interesting
12720	9411x	0.00012761440244409757	6.74	399.3637	{9411}	{nan}	0.0	annotated	not interesting
7112	2319x	0.0013304823145933104	6.77	222.1713	{2319}	{nan}	0.0	non anotated	not interesting
8716	43x	0.00021989476962241348	6.79	110.0202	{43}	{nan}	0.0	non anotated	not interesting
12960	970x	0.0007634577093433643	6.8	182.9853	{970}	{nan}	0.0	non anotated	not interesting
13175	9989x	0.00021599981330304007	6.83	416.3566	{9989}	{nan}	0.0	non anotated	not interesting
12818	9528x	0.0001802126903088827	6.83	405.1291	{9528}	{nan}	0.0	non anotated	not interesting
11254	7537x	0.004087417519568734	6.83	338.3419	{7537}	{nan}	0.0	non anotated	not interesting
2211	3559.0	0.00017356688805862837	6.83	228.1959	{2502}	{'[M+H]+'}	227.1885	non anotated	not interesting
13165	9977x	0.00045609083423880887	6.84	415.3571	{9977}	{nan}	0.0	non anotated	not interesting
13052	9819x	0.00015730076596509097	6.84	411.3624	{9819}	{nan}	0.0	non anotated	not interesting
7363	261x	0.0008833121797937702	6.84	141.9587	{261}	{nan}	0.0	non anotated	not interesting
2219	3568.0	0.0007966278876083718	6.88	427.3575	{10448, 2110}	{'[M+H]+', '[2M-CO2+K]+'}	216.1901	non anotated	not interesting
12396	9012x	0.0001409801937798651	6.93	383.3676	{9012}	{nan}	0.0	non anotated	not interesting
2678	10553x	0.0006951764644282535	7.03	429.3729	{10553}	{nan}	0.0	non anotated	not interesting
11283	756x	0.0005846595485311007	7.09	174.0781	{756}	{nan}	0.0	non anotated	not interesting
12677	9354x	0.000277997743298072	7.11	397.3835	{9354}	{nan}	0.0	non anotated	not interesting
6878	2022x	0.0007144270770862016	7.16	215.1042	{2022}	{nan}	0.0	non anotated	not interesting
6339	15872x	0.0003379728199781502	7.19	844.6873	{15872}	{nan}	0.0	non anotated	not interesting
6136	15585x	0.0003250436582243823	7.24	714.5515	{15585}	{nan}	0.0	non anotated	not interesting
2243	3609.0	0.0004088867167093878	7.29	480.4049	{12526, 11013, 11894}	{'[M-CO2+Na]+', '[M+H]+', '[M+NH4]+'}	462.3719	annotated	not interesting
2673	10547x	0.001991669603062022	7.34	429.3728	{10547}	{nan}	0.0	non anotated	not interesting
9660	554x	0.001222100122137135	7.52	162.1025	{554}	{nan}	0.0	non anotated	not interesting
11302	759x	0.0015470349967809695	7.53	174.0783	{759}	{nan}	0.0	non anotated	not interesting
13164	9976x	0.00010736671899463018	7.55	415.3569	{9976}	{nan}	0.0	non anotated	not interesting
6873	2018x	0.0014105400337067688	7.62	215.1041	{2018}	{nan}	0.0	non anotated	not interesting
5329	14341x	0.0007732306039885071	7.69	552.4988	{14341}	{nan}	0.0	non anotated	not interesting
9448	52x	0.0017627137750595744	7.72	112.0357	{52}	{nan}	0.0	non anotated	not interesting
12395	9011x	0.0003985662003069348	7.82	383.3671	{9011}	{nan}	0.0	non anotated	not interesting
10373	640x	0.0024017419990684714	7.84	166.1089	{640}	{nan}	0.0	non anotated	not interesting
12614	9279x	0.0006033325656456734	7.85	395.3674	{9279}	{nan}	0.0	non anotated	not interesting
7913	3330x	0.0001378175923940247	7.86	255.2107	{3330}	{nan}	0.0	non anotated	not interesting
9618	550x	0.00022326155627996433	7.91	162.1022	{550}	{nan}	0.0	non anotated	not interesting
12675	9352x	0.0009849604902802964	8.0	397.3829	{9352}	{nan}	0.0	non anotated	not interesting
9330	514x	0.004537221849457139	8.0	159.0666	{514}	{nan}	0.0	non anotated	not interesting
10362	639x	0.0010074695689970686	8.04	166.1087	{639}	{nan}	0.0	non anotated	not interesting
11899	836x	0.00145731265217867	8.05	177.1087	{836}	{nan}	0.0	non anotated	not interesting
4239	126x	0.0011655668180221954	8.16	125.0852	{126}	{nan}	0.0	non anotated	not interesting
7225	244x	0.0073077239307765855	8.19	140.058	{244}	{nan}	0.0	non anotated	not interesting
4102	124x	0.0004709038518762693	8.41	125.0852	{124}	{nan}	0.0	non anotated	not interesting
