	annotation network number	LQ-01-61-06_pos.mzXML	retention time (min)	row m/z	row ID	adduct (ion identity)	neutral mass (ion identity)	annotation	status
1245	2039.0	0.0012377774199119522	4.56	471.3469	{1130, 12221}	{'[2M+Na]+', '[M-2H2O+H]+'}	224.1782	annotated	not interesting
1244	2038.0	8.641483485631863e-05	4.56	603.4816	{3338, 14982}	{'[2M+Na]+', '[M-2H2O+H]+'}	290.246	annotated	not interesting
7823	3213x	8.385805423363753e-05	4.56	251.1643	{3213}	{nan}	0.0	non anotated	not interesting
9216	5003x	0.00026599074978598966	4.56	294.2061	{5003}	{nan}	0.0	non anotated	not interesting
1251	2048.0	0.002856770253743531	4.57	305.1828	{5424, 5709}	{'[M-H2O+Na]+', '[M+H]+'}	300.2065	annotated	not interesting
1252	2050.0	0.00027542812372076555	4.57	336.252	{7461, 6605}	{'[M+NH4]+', '[M+H]+'}	318.2184	non anotated	not interesting
1261	2062.0	0.006322325942782586	4.58	557.455	{7658, 4245, 14423}	{'[M+HFA+K]+', '[2M-H+2Na]+', '[M+Na]+'}	256.2415	non anotated	not interesting
8729	4416x	0.000200034304158561	4.58	283.2055	{4416}	{nan}	0.0	annotated	not interesting
4055	12434x	0.00016327458109526686	4.58	477.2628	{12434}	{nan}	0.0	non anotated	not interesting
1258	2058.0	0.0005786180222133002	4.58	327.3052	{7028, 1567}	{'[2M-CO2+H]+', '[M+NH4]+'}	185.1448	annotated	not interesting
4513	13146x	0.00011408506661568519	4.59	497.2898	{13146}	{nan}	0.0	non anotated	not interesting
2798	10700x	0.00015987557598290433	4.59	435.2892	{10700}	{nan}	0.0	non anotated	not interesting
5120	14034x	0.0002223422041595551	4.59	534.3062	{14034}	{nan}	0.0	non anotated	not interesting
5178	14113x	0.0001663187494787943	4.59	539.2614	{14113}	{nan}	0.0	non anotated	not interesting
3262	11313x	0.0005169331136421433	4.59	449.2683	{11313}	{nan}	0.0	non anotated	not interesting
8330	3904x	0.00026001826575237257	4.6	271.2419	{3904}	{nan}	0.0	non anotated	not interesting
1274	2084.0	0.000961782784054586	4.6	491.2748	{12945, 12100}	{'[M+Na]+', '[M+H]+'}	468.2863	non anotated	not interesting
3962	12283x	0.00019485546184731096	4.61	473.326	{12283}	{nan}	0.0	non anotated	not interesting
1282	2094.0	8.717599967157672e-05	4.62	255.2319	{3337}	{'[M+ACN+NH4]+'}	196.1739	annotated	not interesting
12536	918x	9.534728485455415e-05	4.62	181.0496	{918}	{nan}	0.0	annotated	not interesting
1286	2099.0	7.21661335202038e-05	4.62	293.1739	{1157, 4942}	{'[2M-CO2+H]+', '[M+Na]+'}	168.0796	non anotated	not interesting
9298	5111x	0.00023704093860684383	4.64	296.1771	{5111}	{nan}	0.0	non anotated	not interesting
1305	2125.0	0.0004419933275606646	4.64	459.3464	{11751, 11467, 3887}	{'[2M+K]+', '[M+HFA+NH4]+', '[2M-H+2Na]+'}	207.1872	annotated	not interesting
10361	6399x	0.0001158222736422896	4.65	316.6905	{6399}	{nan}	0.0	non anotated	not interesting
1312	2134.0	0.00041944613888168395	4.65	327.2312	{6754, 7011, 4629, 4630, 3802}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+H]+', '[2M-2H2O+2H]2+', '[M-2H2O+H]+'}	304.2407	annotated	not interesting
4818	13592x	9.316684083119782e-05	4.65	513.284	{13592}	{nan}	0.0	non anotated	not interesting
2398	10199x	0.0010261917806646936	4.65	423.2895	{10199}	{nan}	0.0	non anotated	not interesting
1319	2146.0	0.0006966330710604066	4.66	457.2218	{11641, 1142}	{'[2M+ACN+K]+', '[M+H]+'}	188.6142	non anotated	not interesting
1315	2140.0	0.00771278923077285	4.66	281.1526	{4312, 4105, 3460}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	258.1625	annotated	specific annotated
3026	10999x	0.0003968684819437755	4.66	441.3725	{10999}	{nan}	0.0	annotated	not interesting
7675	3011x	0.0001645171923608804	4.66	245.2264	{3011}	{nan}	0.0	non anotated	not interesting
8820	4521x	0.00022149483109834192	4.66	285.2213	{4521}	{nan}	0.0	annotated	not interesting
7006	2173x	5.452127359702815e-05	4.67	219.1017	{2173}	{nan}	0.0	non anotated	not interesting
8684	4366x	0.0006736639534179779	4.67	282.1548	{4366}	{nan}	0.0	non anotated	not interesting
1323	2154.0	0.0025759603916761372	4.67	515.3006	{13652, 12398}	{'[M-CO2+Na]+', '[M+NH4]+'}	497.266	non anotated	not interesting
1321	2151.0	0.0003309776841297959	4.67	337.205	{1320, 7503}	{'[M+NH4]+', '[2M-H2O+H]+'}	177.1041	non anotated	not interesting
1320	2150.0	0.0016465260402386882	4.67	493.3284	{13017, 12220, 12845}	{'[M+Na]+', '[M+NH4]+', '[M+H]+'}	470.3397	annotated	not interesting
3773	12017x	0.00042249231591339257	4.67	467.2795	{12017}	{nan}	0.0	non anotated	not interesting
12370	897x	0.0001345645043334511	4.68	179.143	{897}	{nan}	0.0	non anotated	not interesting
1331	2170.0	0.00040798674458543584	4.68	537.2825	{14076}	{'[M+Na]+'}	514.2933	non anotated	not interesting
11262	7544x	0.00027304149986079085	4.68	338.6675	{7544}	{nan}	0.0	non anotated	not interesting
1328	2166.0	0.00032412506237207786	4.68	441.2403	{10955}	{'[M+Na]+'}	418.2515	non anotated	not interesting
4243	12708x	0.00014784825051910723	4.69	485.2894	{12708}	{nan}	0.0	non anotated	not interesting
1339	2181.0	0.00020424775404341406	4.69	318.2125	{5129, 6538, 4199}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	295.2231	non anotated	not interesting
8062	3553x	0.00028197473695571536	4.69	262.1437	{3553}	{nan}	0.0	non anotated	not interesting
4893	1369x	0.00012907262887306895	4.69	196.609	{1369}	{nan}	0.0	non anotated	not interesting
1342	2184.0	0.012249873526183841	4.69	321.2414	{6711, 5319, 6376, 5323, 4342, 4343, 3611}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	298.2512	annotated	not interesting
1341	2183.0	6.10029273754899e-05	4.69	213.1484	{1954, 1746}	{'[M+NH4]+', '[2M+HFA+2H]2+'}	189.1395	non anotated	not interesting
1338	2179.0	0.00026959514481714647	4.69	495.2741	{13066, 4060}	{'[2M+K]+', '[M+HFA+H]+'}	228.1533	non anotated	not interesting
1336	2176.0	0.0002103720997787055	4.69	381.1101	{8903, 7720, 557, 8495, 8367}	{'[M+NH4]+', '[M+Na]+', '[M-H2O+2H]2+', '[M+H]+', '[M+K]+'}	342.1468	non anotated	not interesting
1334	2174.0	0.004722519761515657	4.69	611.4278	{6441, 3469, 5070, 15055, 7325, 4158}	{'[2M+Na]+', '[M+Na]+', '[M+H]+', '[M+K]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	294.2195	annotated	not interesting
2963	1091x	6.460157575447673e-05	4.69	187.5856	{1091}	{nan}	0.0	non anotated	not interesting
6094	1551x	7.926495855800393e-05	4.7	203.1066	{1551}	{nan}	0.0	non anotated	not interesting
4131	12548x	0.001502386180253409	4.7	481.2942	{12548}	{nan}	0.0	non anotated	not interesting
1344	2188.0	0.001096758666306264	4.7	477.2625	{10056, 12432}	{'[M+Na]+', '[M-2H2O+H]+'}	454.2732	non anotated	not interesting
1365	2222.0	0.0001320237985384895	4.7	161.096	{532}	{'[M-H2O+H]+'}	178.1002	non anotated	not interesting
7917	3336x	6.805860033101601e-05	4.7	255.2317	{3336}	{nan}	0.0	annotated	not interesting
10991	7179x	0.0002961277792433373	4.71	330.6695	{7179}	{nan}	0.0	non anotated	not interesting
8694	4375x	0.002389473911695219	4.71	282.251	{4375}	{nan}	0.0	non anotated	not interesting
6017	15391x	0.0002972344823261873	4.71	663.2434	{15391}	{nan}	0.0	non anotated	not interesting
6565	1656x	0.0003566719223466168	4.71	205.1951	{1656}	{nan}	0.0	annotated	not interesting
1347	2193.0	0.03213428871617083	4.71	500.207	{13252, 12487}	{'[M+NH4]+', '[M+K]+'}	461.2447	non anotated	not interesting
11987	848x	7.351386592138838e-05	4.72	177.1638	{848}	{nan}	0.0	non anotated	not interesting
10574	6663x	0.00014800508870307312	4.72	320.6569	{6663}	{nan}	0.0	non anotated	not interesting
1351	2197.0	8.043506383077462e-05	4.72	313.1804	{6172, 3221}	{'[M+HFA+K]+', '[M+Na]+'}	228.2116	annotated	not interesting
6870	2015x	0.0008145245541907505	4.72	215.1032	{2015}	{nan}	0.0	non anotated	not interesting
1355	2203.0	0.0002222484578406505	4.73	497.3607	{12384, 13166, 13168, 12977, 10876}	{'[M+Na]+', '[M+NH4]+', '[M+H]+', '[M-2H2O+H]+'}	474.371	annotated	not interesting
11888	8353x	0.00016675709744844237	4.73	359.2948	{8353}	{nan}	0.0	annotated	not interesting
2837	10749x	0.0003114949534378805	4.73	437.2683	{10749}	{nan}	0.0	non anotated	not interesting
1356	2205.0	0.0008895852541220112	4.73	301.2161	{5423, 4247}	{'[M+Na]+', '[M+H]+'}	278.2258	non anotated	not interesting
1364	2220.0	0.0008508371329851987	4.74	497.2895	{10840, 13144}	{'[M+Na]+', '[M-2H2O+H]+'}	474.2991	non anotated	not interesting
7021	2193x	0.0004673284183542392	4.75	219.1743	{2193}	{nan}	0.0	annotated	not interesting
11435	7765x	0.0001327222946589493	4.75	343.2999	{7765}	{nan}	0.0	non anotated	not interesting
9468	5328x	0.0001717607190595068	4.75	299.2735	{5328}	{nan}	0.0	non anotated	not interesting
7564	2868x	5.895707970708213e-05	4.75	241.1221	{2868}	{nan}	0.0	non anotated	not interesting
2290	10055x	0.00017872249053369854	4.75	419.2588	{10055}	{nan}	0.0	non anotated	not interesting
10023	5988x	0.00021065551100943558	4.75	310.156	{5988}	{nan}	0.0	non anotated	not interesting
1367	2227.0	0.00038328533715485745	4.75	455.28	{10584, 11555}	{'[M+ACN+H]+', '[M+NH4]+'}	413.2456	non anotated	not interesting
1370	2232.0	9.483456047950128e-05	4.75	243.1382	{82, 2933, 1114}	{'[2M-2H2O+K]+', '[M+HFA+Na]+', '[M+H]+'}	120.096	non anotated	not interesting
1372	2236.0	0.00036179528421526747	4.75	425.3776	{10336, 2086}	{'[2M+H]+', '[M-H2O+Na]+'}	212.1826	annotated	not interesting
11932	8414x	0.0002563980441533838	4.75	361.3104	{8414}	{nan}	0.0	non anotated	not interesting
3373	11446x	0.00020942256213149127	4.76	453.264	{11446}	{nan}	0.0	non anotated	not interesting
4570	13221x	0.0020325504174484514	4.76	499.3048	{13221}	{nan}	0.0	non anotated	not interesting
3766	12008x	0.0020391974066697577	4.77	467.2789	{12008}	{nan}	0.0	non anotated	not interesting
9109	4879x	0.0002195283758135217	4.77	291.6536	{4879}	{nan}	0.0	non anotated	not interesting
2790	10688x	9.726933265198711e-05	4.77	435.2535	{10688}	{nan}	0.0	non anotated	not interesting
3820	12087x	6.601966444356872e-05	4.77	469.2574	{12087}	{nan}	0.0	non anotated	not interesting
1383	2258.0	0.0004315055321880025	4.77	887.5453	{15952, 10265}	{'[M-H2O+2H]2+', '[M+Na]+'}	864.5588	non anotated	not interesting
4311	12810x	0.00030082533590893175	4.78	487.3414	{12810}	{nan}	0.0	non anotated	not interesting
4886	1368x	8.243861704197448e-05	4.78	196.609	{1368}	{nan}	0.0	non anotated	not interesting
10358	6396x	6.907142168047727e-05	4.78	316.6903	{6396}	{nan}	0.0	non anotated	not interesting
10236	6250x	0.00014578839027272778	4.78	314.6564	{6250}	{nan}	0.0	non anotated	not interesting
1389	2266.0	0.0029896474089707516	4.78	333.1832	{5314, 6440, 5068, 3472, 4156, 7326}	{'[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M+K]+', '[M-H2O+Na]+', '[M-2H2O+H]+'}	294.2202	annotated	not interesting
4854	13650x	0.00039449173205660144	4.79	515.3004	{13650}	{nan}	0.0	non anotated	not interesting
9368	5207x	0.00026929283198134083	4.79	297.2435	{5207}	{nan}	0.0	non anotated	not interesting
10282	6309x	0.0004854227838363277	4.79	315.253	{6309}	{nan}	0.0	annotated	not interesting
4250	12718x	0.00023931341934124275	4.79	485.3258	{12718}	{nan}	0.0	non anotated	not interesting
1392	2270.0	0.009364580750381277	4.79	255.2317	{1497, 3335}	{'[M+HFA+K]+', '[2M+Na]+'}	116.1214	annotated	not interesting
1395	2276.0	0.07653969128458729	4.79	421.2738	{1528, 9481, 4267, 10110}	{'[2M-2H2O+K]+', '[2M-H2O+K]+', '[M+ACN+K]+', '[M+H]+'}	200.1583	annotated	not interesting
1398	2279.0	0.00023058461580031844	4.8	437.3415	{10770, 3077}	{'[2M-CO2+Na]+', '[M+NH4]+'}	229.1714	annotated	not interesting
1401	2283.0	0.0010571706650430264	4.8	503.336	{13344, 11198}	{'[M+Na]+', '[M-2H2O+H]+'}	480.346	non anotated	not interesting
3466	11574x	0.00027269562869925877	4.81	455.3517	{11574}	{nan}	0.0	annotated	not interesting
3920	12214x	0.0011729441810076262	4.81	471.3465	{12214}	{nan}	0.0	non anotated	not interesting
1412	2300.0	0.0005718327409500827	4.81	453.3363	{11464, 3893, 3158}	{'[M+ACN+H]+', '[2M+K]+', '[M+HFA+NH4]+'}	207.1872	annotated	not interesting
4242	12707x	0.000127816507191529	4.81	485.2894	{12707}	{nan}	0.0	non anotated	not interesting
6045	15444x	0.0001409469557177521	4.82	675.2764	{15444}	{nan}	0.0	non anotated	not interesting
5986	15337x	0.00040789550907675766	4.82	653.2948	{15337}	{nan}	0.0	non anotated	not interesting
5611	1473x	0.00010265581614783002	4.84	200.0831	{1473}	{nan}	0.0	non anotated	not interesting
10726	6849x	0.00014756806666691542	4.84	324.2171	{6849}	{nan}	0.0	non anotated	not interesting
7126	2333x	5.9544298975213453e-05	4.84	223.0964	{2333}	{nan}	0.0	non anotated	not interesting
5131	14049x	0.0001123517047962029	4.84	535.3047	{14049}	{nan}	0.0	non anotated	not interesting
1433	2324.0	0.0012248482706586489	4.86	317.209	{4161, 6442, 5071}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	294.2197	annotated	not interesting
2427	10231x	0.00016492237788759363	4.86	423.3622	{10231}	{nan}	0.0	annotated	not interesting
5395	14438x	0.00017956994258669416	4.87	559.2688	{14438}	{nan}	0.0	non anotated	not interesting
5575	14686x	0.00015276375961803358	4.87	577.2795	{14686}	{nan}	0.0	non anotated	not interesting
1445	2339.0	0.00011483679473408095	4.87	429.3001	{1577, 10521}	{'[M-H2O+NH4]+', '[2M+Na]+'}	203.1559	annotated	not interesting
1446	2342.0	0.0002604921741297785	4.87	505.2559	{12617, 13395}	{'[M+Na]+', '[M+H]+'}	482.2665	non anotated	not interesting
9294	5107x	0.00019570531468626466	4.87	296.1769	{5107}	{nan}	0.0	non anotated	not interesting
8816	4517x	0.0003126131385405302	4.87	285.2212	{4517}	{nan}	0.0	non anotated	not interesting
6566	1658x	0.0003819409252296689	4.88	205.1952	{1658}	{nan}	0.0	annotated	not interesting
9659	5549x	0.00012316740069989984	4.89	303.1596	{5549}	{nan}	0.0	non anotated	not interesting
13055	9821x	0.0001232853241464907	4.89	411.3624	{9821}	{nan}	0.0	non anotated	not interesting
3969	12299x	0.0007503803211084552	4.89	473.3622	{12299}	{nan}	0.0	annotated	not interesting
8915	4636x	0.00014441523098101394	4.89	287.2372	{4636}	{nan}	0.0	annotated	not interesting
10953	7134x	0.00044570754938071577	4.89	329.6622	{7134}	{nan}	0.0	non anotated	not interesting
1469	2373.0	0.003154401133760639	4.9	993.5727	{13738, 13739, 13148, 16107}	{'[2M+H]+', '[M+Na]+', '[M+H]+'}	496.2827	non anotated	not interesting
1475	2383.0	0.000454529944078115	4.92	541.2583	{13072, 14147}	{'[M+ACN+Na]+', '[M+NH4]+'}	477.2417	non anotated	not interesting
1479	2387.0	0.0002348411133854473	4.92	255.232	{3341}	{'[2M+Na]+'}	116.1215	annotated	not interesting
4247	12712x	7.524914329159403e-05	4.92	485.2897	{12712}	{nan}	0.0	non anotated	not interesting
1481	2389.0	0.00022819069930614668	4.93	499.3761	{11778, 12458, 11790, 13237, 13046, 11000, 13241, 11007}	{'[M+NH4]+', '[M+H]+', '[M+Na]+', '[M-H2O+H]+', '[2M-2H2O+2H]2+', '[M-2H2O+H]+'}	476.3866	annotated	not interesting
1487	2397.0	0.0006015247081362779	4.93	499.3054	{13228, 1342}	{'[M-CO2+H]+', '[2M+Na]+'}	238.1576	annotated	not interesting
11436	7766x	4.8364064459121004e-05	4.93	343.3001	{7766}	{nan}	0.0	non anotated	not interesting
1486	2395.0	0.0002486238986198546	4.93	961.5833	{12552, 16083, 10966}	{'[2M-H+2Na]+', '[M-H2O+H]+', '[M+Na]+'}	458.3053	non anotated	not interesting
1489	2399.0	0.00019908772870318698	4.93	467.2794	{12015, 11074, 10803, 10111}	{'[M+Na]+', '[M+NH4]+', '[M+HFA+H]+', '[M+H]+'}	420.2667	non anotated	not interesting
9356	5179x	0.00018592030638052803	4.94	297.1854	{5179}	{nan}	0.0	non anotated	not interesting
4918	13733x	0.00023277828812609256	4.95	519.2376	{13733}	{nan}	0.0	non anotated	not interesting
1507	2428.0	0.0008872438812688144	4.95	639.2803	{15268}	{'[M+H]+'}	638.2739	non anotated	not interesting
4618	13291x	0.000298596667402417	4.96	501.3208	{13291}	{nan}	0.0	non anotated	not interesting
3472	11581x	0.0008472382673788101	4.97	455.3521	{11581}	{nan}	0.0	annotated	not interesting
10993	7180x	0.00011677085774584478	4.97	330.6699	{7180}	{nan}	0.0	non anotated	not interesting
1518	2447.0	7.520037432936397e-05	4.98	317.2097	{5073, 4164, 6445}	{'[M+Na]+', '[M-H2O+H]+', '[M+H]+'}	294.22	annotated	not interesting
1519	2449.0	9.899557674764768e-05	4.98	504.3694	{12803, 12116, 13368, 12826, 13373}	{'[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	486.3349	annotated	not interesting
11638	8011x	0.0002870128610488804	4.98	351.1595	{8011}	{nan}	0.0	non anotated	not interesting
5432	14495x	0.0009718832375799533	4.98	563.3005	{14495}	{nan}	0.0	non anotated	not interesting
1515	2440.0	0.00016590222581017083	4.98	381.2038	{8920, 6606}	{'[M+HFA+K]+', '[M+Na]+'}	296.2355	non anotated	not interesting
1520	2450.0	0.0005410578810611627	4.98	337.2357	{4248, 7289, 5203, 7509}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	314.2462	annotated	not interesting
1531	2469.0	0.012842330231602141	4.99	983.5664	{12555, 16085, 16102}	{'[2M+H]+', '[2M+Na]+', '[M+H]+'}	480.2884	non anotated	not interesting
10621	6725x	0.0005451755816212002	4.99	321.6649	{6725}	{nan}	0.0	non anotated	not interesting
1532	2470.0	6.950726730330412e-05	4.99	513.2854	{13595}	{'[M+Na]+'}	490.2953	non anotated	not interesting
1535	2474.0	0.0009478510598144534	5.0	489.3573	{5585, 12891}	{'[M+ACN+NH4]+', '[2M+H]+'}	244.1734	annotated	not interesting
1537	2477.0	0.0003335191883059868	5.0	701.2577	{15385, 15522, 15539}	{'[M+NH4]+', '[M-H2O+H]+', '[M+Na]+'}	678.2679	non anotated	not interesting
1540	2484.0	0.00017393862688242092	5.0	485.3261	{12722, 2734}	{'[2M+ACN+NH4]+', '[M+Na]+'}	213.1284	non anotated	not interesting
1510	2433.0	4.8622875391902016e-05	5.0	191.1795	{1194}	{'[2M-CO2+H]+'}	117.082	annotated	not interesting
10805	6944x	0.0007660750855091738	5.01	325.6961	{6944}	{nan}	0.0	non anotated	not interesting
1546	2491.0	8.276518317611369e-05	5.02	305.2479	{4352, 5733}	{'[M+ACN+H]+', '[M+NH4]+'}	263.2144	annotated	not interesting
4177	12619x	0.00027328341219440733	5.02	483.2738	{12619}	{nan}	0.0	non anotated	not interesting
4738	13482x	0.0002058580861618	5.02	509.2532	{13482}	{nan}	0.0	non anotated	not interesting
10024	5989x	0.00014010703327430076	5.02	310.1565	{5989}	{nan}	0.0	non anotated	not interesting
12077	8604x	0.00034264375478243746	5.03	368.6334	{8604}	{nan}	0.0	non anotated	not interesting
12443	9069x	0.001313721642929417	5.03	385.6276	{9069}	{nan}	0.0	non anotated	not interesting
4092	1248x	9.671196099306468e-05	5.03	193.0862	{1248}	{nan}	0.0	non anotated	not interesting
1550	2496.0	0.0013811946743563272	5.03	561.2828	{13232, 14457, 13765}	{'[M+HFA+K]+', '[M-H+2Na]+', '[M+Na]+'}	476.3158	non anotated	not interesting
5302	14310x	0.0004570731691467083	5.04	551.2268	{14310}	{nan}	0.0	non anotated	not interesting
1558	2511.0	0.00014805355580384898	5.04	427.3216	{10422, 9078}	{'[M+HFA+NH4]+', '[M+Na]+'}	363.2815	non anotated	not interesting
5103	14004x	0.00046456663995054077	5.04	533.2163	{14004}	{nan}	0.0	non anotated	not interesting
1559	2512.0	0.00037084418784871407	5.04	307.2631	{4441, 5822}	{'[M+ACN+H]+', '[M+NH4]+'}	265.2295	annotated	not interesting
12246	8814x	0.000497629553239534	5.04	376.6219	{8814}	{nan}	0.0	non anotated	not interesting
1557	2510.0	0.0002600874512692193	5.04	475.3189	{11473, 12362}	{'[M+Na]+', '[M+H]+'}	452.3295	annotated	not interesting
12636	9307x	0.0021319027267277116	5.04	397.1356	{9307}	{nan}	0.0	non anotated	specific non annotated
5962	15293x	0.00018350074294729032	5.05	644.3066	{15293}	{nan}	0.0	non anotated	not interesting
1570	2528.0	0.00033140167252185667	5.05	479.3507	{11691, 10132, 10886, 12511}	{'[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	456.3609	annotated	not interesting
5898	15190x	0.00031445519869487246	5.05	627.28	{15190}	{nan}	0.0	non anotated	not interesting
1565	2521.0	0.009305725101765071	5.05	695.2457	{15432, 15513, 15496, 15351}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	672.2566	non anotated	specific non annotated
1569	2526.0	0.0008520530422072241	5.05	513.3561	{12304, 11586, 13611, 13460}	{'[M+Na]+', '[M+NH4]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	490.3664	annotated	not interesting
1573	2532.0	0.001073638674359441	5.06	319.225	{6604, 5199}	{'[M+Na]+', '[M+H]+'}	296.2357	annotated	not interesting
8942	4670x	8.932007080027048e-05	5.07	288.1799	{4670}	{nan}	0.0	non anotated	not interesting
2857	10773x	0.00018933845007331333	5.08	437.3416	{10773}	{nan}	0.0	annotated	not interesting
1589	2561.0	0.0001331518491505346	5.1	545.2884	{13803, 14213}	{'[M+Na]+', '[M+H]+'}	522.2987	non anotated	not interesting
1612	2598.0	7.71955290214131e-05	5.11	485.2893	{12705}	{'[2M+HFA+K]+'}	200.1585	non anotated	not interesting
4517	13150x	0.0008168840951539003	5.11	497.29	{13150}	{nan}	0.0	non anotated	not interesting
12454	9087x	0.004003324408703559	5.12	387.1521	{9087}	{nan}	0.0	non anotated	specific non annotated
12581	923x	0.00014396253471831897	5.12	181.0497	{923}	{nan}	0.0	annotated	not interesting
12291	8869x	0.00044818873768877	5.13	379.1634	{8869}	{nan}	0.0	non anotated	not interesting
11854	8311x	0.0005490403109980843	5.13	358.65	{8311}	{nan}	0.0	non anotated	not interesting
1605	2585.0	0.0011560867704153042	5.13	481.3661	{11009, 12579, 10245, 11784, 12415}	{'[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+', '[M-2H2O+H]+'}	458.3765	annotated	not interesting
12240	8804x	0.0025886583206977997	5.13	375.6443	{8804}	{nan}	0.0	non anotated	specific non annotated
5081	13971x	0.0017371139291465646	5.13	531.2597	{13971}	{nan}	0.0	non anotated	specific non annotated
6036	15426x	0.0011049900896258676	5.13	672.2704	{15426}	{nan}	0.0	non anotated	not interesting
4813	13587x	0.0015776152455265968	5.13	513.2492	{13587}	{nan}	0.0	non anotated	specific non annotated
1606	2586.0	0.031240414885336628	5.13	1327.5674	{15238, 15338, 16139, 15445, 15420}	{'[M+NH4]+', '[2M+Na]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+'}	652.2893	non anotated	specific non annotated
9551	5437x	0.0002595894814306657	5.13	301.2167	{5437}	{nan}	0.0	annotated	not interesting
12024	8540x	0.0009443033131758215	5.14	366.6385	{8540}	{nan}	0.0	non anotated	not interesting
4575	13229x	0.001219395975723522	5.15	499.3055	{13229}	{nan}	0.0	non anotated	not interesting
8824	4527x	0.00010671244195439264	5.15	285.2216	{4527}	{nan}	0.0	annotated	not interesting
5433	14496x	0.0001555260260781019	5.15	563.3014	{14496}	{nan}	0.0	non anotated	not interesting
2863	10782x	0.0003089856666243707	5.15	437.3421	{10782}	{nan}	0.0	annotated	not interesting
1622	2613.0	0.00015173488318879843	5.16	359.2954	{1531, 8356}	{'[2M-2H2O+K]+', '[M+Na]+'}	178.1757	annotated	not interesting
1620	2610.0	0.00036103050270482924	5.16	338.2694	{4256, 6243, 6603, 7533, 5200, 4251}	{'[M+ACN+H]+', '[M+NH4]+', '[M+Na]+', '[M+H]+', '[M-H2O+H]+'}	296.2356	annotated	not interesting
4182	12624x	0.0009869088851609967	5.16	483.2745	{12624}	{nan}	0.0	non anotated	not interesting
8919	4642x	0.000237146392636355	5.16	287.2374	{4642}	{nan}	0.0	annotated	not interesting
8340	3916x	5.585648580070147e-05	5.18	271.2426	{3916}	{nan}	0.0	non anotated	not interesting
3915	12208x	6.154487588889769e-05	5.19	471.311	{12208}	{nan}	0.0	non anotated	not interesting
8250	3805x	7.411006204136305e-05	5.19	269.2267	{3805}	{nan}	0.0	non anotated	not interesting
12920	9657x	0.000559591243373969	5.19	407.368	{9657}	{nan}	0.0	non anotated	not interesting
1641	2648.0	0.00037946938520360855	5.21	551.2986	{13932, 14318}	{'[M+Na]+', '[M+H]+'}	528.3092	non anotated	not interesting
3122	11127x	0.00010197966905952078	5.21	443.3884	{11127}	{nan}	0.0	annotated	not interesting
1640	2646.0	0.0014716706770466967	5.21	640.3125	{15161, 15269}	{'[M+NH4]+', '[M+H]+'}	622.2786	non anotated	not interesting
9454	5307x	0.00014901857019814445	5.22	299.2009	{5307}	{nan}	0.0	non anotated	not interesting
3304	11363x	0.00035689353379215506	5.22	451.2488	{11363}	{nan}	0.0	non anotated	not interesting
1646	2654.0	0.0019897449962537907	5.22	650.3542	{15089, 15321, 15225}	{'[M+NH4]+', '[M-H2O+H]+', '[M+H]+'}	632.3204	non anotated	specific non annotated
12615	927x	0.0005012867881308498	5.22	181.0498	{927}	{nan}	0.0	annotated	not interesting
10994	7181x	0.000383956569825847	5.23	330.6703	{7181}	{nan}	0.0	non anotated	not interesting
1648	2657.0	0.0013949263801188688	5.23	941.6854	{13570, 12211, 12851, 12853, 12854, 16051, 12227, 12228, 12237, 10446, 11474, 11475, 10709, 10711, 10712, 11479, 11483, 13021, 13028, 13031, 13032, 15980}	{'[M+ACN+H]+', '[M-CO2+H]+', '[M+NH4]+', '[M+H]+', '[M+Na]+', '[2M-2H2O+H]+', '[M-H2O+H]+', '[2M+H]+', '[M-2H2O+H]+'}	470.34	annotated	not interesting
10750	6875x	0.0002415835303221695	5.23	324.6883	{6875}	{nan}	0.0	non anotated	not interesting
1652	2666.0	0.0010569934413369297	5.24	499.3056	{13230}	{'[M+Na]+'}	476.3155	non anotated	not interesting
7007	2175x	0.0005501576215488573	5.24	219.1019	{2175}	{nan}	0.0	non anotated	not interesting
10025	5990x	0.0008398664721312329	5.24	310.1568	{5990}	{nan}	0.0	non anotated	not interesting
1655	2671.0	0.00743838588437204	5.24	481.2955	{12556}	{'[M+Na]+'}	458.3051	non anotated	not interesting
4518	13152x	0.0008119243704047726	5.25	497.2903	{13152}	{nan}	0.0	non anotated	not interesting
4275	12765x	0.0004980373765275525	5.25	486.2859	{12765}	{nan}	0.0	non anotated	not interesting
