rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1163	1	1	1	0.09592748460214214	-67.41790822677976	0.9999999999999999	81.16241517543014	C9H9N5	[M + H]+	OQTCTUZRSWMTKT	InChI=1S/C9H9N5/c1-2-7-3-8-12-5-6(4-10)9(11)14(8)13-7/h3,5H,2,11H2,1H3	null	CCC1=NN2C(=C1)N=CC(=C2N)C#N	1.10000002	84062224	PubChem:(84062224)	2	188.09314983387515	20.219884481732546	1023_Celastraceae_pos_sirius_red_1036
1164	1	1	1	0.09572012029761735	-19.678546000296603	0.9999999999999999	34.82004386294881	C6H5NO2	[M + H]+	PVNIIMVLHYAWGP	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	Direktan	C1=CC(=CN=C1)C(=O)O	0.385600626	937;938;644263;12198448;21829311;21829312;22172455;45040022;46782473;46782474;46782475;58302152;58302155;76972985;76974721;117629482;131709065	HMDB:(1488);PubChem class - food;SuperNatural:(SN00000155);ZINC bio:(ZINC00001795);additional;HSDB:(59-67-6);MeSH:(937 938);Plantcyc:(CPDQT-16 NIACINE);PubMed;NORMAN:(NS00003500);COCONUT:(CNP0290140 CNP0319168);KNApSAcK:(208);Natural Products:(UNPD79707);PubChem:(937 938 644263 12198448 21829311 21829312 22172455 45040022 46782473 46782474 46782475 58302152 58302155 76972985 76974721 117629482 131709065);CHEBI:(15940 32544);PubChem class - bio and metabolites;KEGG:(C00253);PubChem class - safety and toxic;YMDB:(224);Training Set;PubChem class - drug;Biocyc:(NIACINE SMA-0000465)	255847294	124.03883078371008	215.45499801635742	115_Celastraceae_pos_sirius_red_116
1165	1	1	1	0.09566662716557078	-116.85369697224833	0.9999999999999999	117.49846186621404	C11H23FO2	[M + H]+	IUOUAYYDTPIAIZ	InChI=1S/C11H23FO2/c12-9-7-5-3-1-2-4-6-8-11(14)10-13/h11,13-14H,1-10H2	11-Fluoro-1,2-undecanediol	C(CCCCC(CO)O)CCCCF	2.9000001	101677	PubChem:(101677);PubChem class - safety and toxic	67108866	207.17539315508895	380.2418515708996	1607_Celastraceae_pos_sirius_red_1633
1166	1	1	1	0.09561196905618573	-41.61927816068368	0.9999999999999999	74.22158585428042	C15H22	[M + H]+	MAEHOUIVWGFBMO	InChI=1S/C15H22/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10H,3,5-6,9,11H2,1-2,4H3	null	CC1=CCCC(=C)C=CC(=C(C)C)CC1	4.82992125	""	COCONUT:(CNP0301176);Natural Products:(UNPD57220);KEGG Mine	8592064512	203.17892045640988	387.876872420311	1444_Celastraceae_pos_sirius_red_1467
1167	1	3	3	0.09552682212698331	-19.739183318526006	0.9999999999999999	209.07495365794094	C11H18O2	[M - H2O + H]+	OAOUTNMJEFWJPO	InChI=1S/C11H18O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h1H,3-10H2,(H,12,13)	10-undecynoate	C#CCCCCCCCCC(=O)O	3.41436577	31039;1712061	NORMAN:(NS00028365);COCONUT:(CNP0057246 CNP0190624);PubChem:(31039 1712061);ZINC bio:(ZINC02015667);additional;MeSH:(31039);PubChem class - safety and toxic;Training Set;PubMed	70017094	165.1273448035619	170.9673114947509	607_Celastraceae_pos_sirius_red_609
1168	1	3	3	N/A	-33.86983986433684	0.9999999999999999	209.07495365794094	C11H20O3	[M - H4O2 + H]+	UHMWYQAZYGDJGM	InChI=1S/C11H20O3/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h7,9,12H,1-6,8,10H2,(H,13,14)	null	C(CCCCO)CCCC=CC(=O)O	2.70000005	86289764;87513772	PubChem:(86289764 87513772);CHEBI:(79123)	34	165.1273448035619	170.9673114947509	607_Celastraceae_pos_sirius_red_609
1169	1	3	3	N/A	-57.053602653535734	0.9999999999999999	209.07495365794094	C11H16O	[M + H]+	VQTSJLWPSMDIQB	InChI=1S/C11H16O/c1-3-6-11(12)10-8-5-4-7-9(10)2/h3,6-7,10H,4-5,8H2,1-2H3	2-Buten-1-one, 1-(2-methyl-2-cyclohexen-1-yl)-	CC=CC(=O)C1CCCC=C1C	2.4000001	12127709;71372837	PubChem:(12127709 71372837)	2	165.1273448035619	170.9673114947509	607_Celastraceae_pos_sirius_red_609
1170	1	1	1	0.09543967094375368	-88.39995858460122	0.9999999999999999	62.64579840485389	C7H12NO	[M + K]+	RHJVIGLEIFVHIJ	InChI=1S/C7H12NO/c8-7(9)6-4-2-1-3-5-6/h4,6H,1-3,5H2,(H2,8,9)	null	C1CCC([CH]C1)C(=O)N	1.20000005	57454338	PubChem:(57454338)	2	165.05502974342423	328.24499130249023	583_Celastraceae_pos_sirius_red_585
1171	1	1	1	0.09534978561727488	-97.81646602213544	0.9999999999999999	165.19461452784918	C10H12O3	[M + H]+	XUTUUPGICAIIDF	InChI=1S/C10H12O3/c11-8-4-2-1-3-5-9(12)10(13)7-6-8/h8-13H,1-2,4H2	null	C1CC#CC(C(C#CC(C1)O)O)O	-0.699999988	130143804;131102361	PubChem:(130143804 131102361)	2	181.08559498222775	46.651498675346375	889_Celastraceae_pos_sirius_red_892
1172	1	3	3	0.09519298090845563	-60.46846164291723	0.9999999999999999	156.69985034570976	C13H18O	[M + H]+	JIEWVMXBCVQKBS	InChI=1S/C13H18O/c1-9-5-4-6-13(3)8-12(14)10(2)7-11(9)13/h7H,4-6,8H2,1-3H3	null	CC1=C2C=C(C(=O)CC2(CCC1)C)C	2.5999999	13539719;95565238	PubChem:(13539719 95565238)	2	191.14280839320895	286.82549089193344	1087_Celastraceae_pos_sirius_red_1101
1173	1	3	3	N/A	-74.81973740271783	0.9999999999999999	156.69985034570976	C13H22O3	[M - H4O2 + H]+	HHEWBBHHLOBGAI	InChI=1S/C13H22O3/c1-2-3-4-5-6-7-8-9-12(14)10-11-13(15)16/h12,14H,2-9H2,1H3,(H,15,16)	null	CCCCCCCCCC(C#CC(=O)O)O	4.0999999	10799272;129384298;129384300	PubChem:(10799272 129384298 129384300)	2	191.14280839320895	286.82549089193344	1087_Celastraceae_pos_sirius_red_1101
1174	1	3	3	N/A	-82.30865404810446	0.9999999999999999	156.69985034570976	C13H20O2	[M - H2O + H]+	ACQRUPZAAPLQQP	InChI=1S/C13H20O2/c1-12(2)7-4-8-13(3)9(11(14)15)5-6-10(12)13/h5,10H,4,6-8H2,1-3H3,(H,14,15)	null	CC1(CCCC2(C1CC=C2C(=O)O)C)C	3.79999995	51136570;52326025;52326027;52326029;52326031	COCONUT:(CNP0057523 CNP0087129);PubChem:(51136570 52326025 52326027 52326029 52326031);SuperNatural:(SN00039371 SN00039372 SN00039370 SN00039369);ZINC bio:(ZINC49601546 ZINC49601549 ZINC49601550 ZINC49601552);additional;Training Set	3694594	191.14280839320895	286.82549089193344	1087_Celastraceae_pos_sirius_red_1101
1175	1	1	1	0.09505143193444222	-42.30069406297144	0.9999999999999999	31.511013882260404	C12H18	[M + H]+	FPMSSGHBDDZFSO	InChI=1S/C12H18/c1-11-7-4-3-5-8-12(2)10-6-9-11/h4,10H,3,5-6,8-9H2,1-2H3	null	CC1=CCCC(=C=CCCC1)C	4.13989782	""	COCONUT:(CNP0330302);Natural Products:(UNPD94736);SuperNatural:(SN00352177)	3178496	163.14813661302077	179.29199695587158	563_Celastraceae_pos_sirius_red_565
1176	1	1	1	0.09505072124502506	-116.30497236175432	0.9999999999999999	144.26857580275606	C11H16O3	[M + H]+	XNQYNBDARWOHSB	InChI=1S/C11H16O3/c1-6(2)3-4-7-5-8(12)10-11(14-10)9(7)13/h3,5,8-13H,4H2,1-2H3	null	CC(=CCC1=CC(C2C(C1O)O2)O)C	0.400000006	101967074	COCONUT:(CNP0418423);Natural Products:(UNPD171553);PubChem:(101967074);SuperNatural:(SN00309627)	3178498	197.11709274138494	127.61827401932806	1290_Celastraceae_pos_sirius_red_1308
1177	1	1	1	0.0949943464466377	-71.78280792328852	0.9999999999999999	44.59157093265118	C7H11N3	[M + H]+	CFZPQEPVOIUUNG	InChI=1S/C7H11N3/c1-10-4-6(8)9-7(10)5-2-3-5/h4-5H,2-3,8H2,1H3	null	CN1C=C(N=C1C2CC2)N	0.200000003	82377976	PubChem:(82377976)	2	138.10236869151132	14.055500328540802	232_Celastraceae_pos_sirius_red_233
1178	1	1	3	N/A	-258.2547944131512	0.9055276381909549	92.20223318713438	C6H9FN4OS	[M + H]+	IRTPVEDDGVKMOS	InChI=1S/C6H9FN4OS/c1-4-5(12)11(8)6(10-9-4)13-3-2-7/h2-3,8H2,1H3	null	CC1=NN=C(N(C1=O)N)SCCF	0.316072553	130717205	PubChem:(130717205)	2	205.05498480684324	106.98617602698505	1491_Celastraceae_pos_sirius_red_1516
1179	1	3	3	0.09477974186609892	-50.84224175228799	0.9999999999999999	87.09517164739562	C9H16O3	[M - H4O2 + H]+	CHVXQERRIUDGMW	InChI=1S/C9H16O3/c10-8-6-4-2-1-3-5-7-9(11)12/h5,7,10H,1-4,6,8H2,(H,11,12)	9-hydroxynon-2-enoic acid	C(CCCO)CCC=CC(=O)O	1.60000002	322662;5854255	PubChem class - safety and toxic;PubChem:(322662 5854255);PubMed;CHEBI:(79115)	67108962	137.09613786593235	154.21938970685005	216_Celastraceae_pos_sirius_red_217
1180	1	3	3	N/A	-56.658841939125786	0.9999999999999999	87.09517164739562	C9H12O	[M + H]+	IPKJNXQDNBYPHY	InChI=1S/C9H12O/c1-7(2)9(10)8-5-3-4-6-8/h5H,1,3-4,6H2,2H3	2-Propen-1-one, 1-(1-cyclopenten-1-yl)-2-methyl-	CC(=C)C(=O)C1=CCCC1	2.29999995	11275034	PubChem:(11275034)	2	137.09613786593235	154.21938970685005	216_Celastraceae_pos_sirius_red_217
1181	1	3	3	N/A	-64.63973377400642	0.9999999999999999	87.09517164739562	C9H14O2	[M - H2O + H]+	RGFPBEUUJQTOMG	InChI=1S/C9H14O2/c1-2-3-4-5-6-7-8-9(10)11/h2-3,7-8H,4-6H2,1H3,(H,10,11)	null	CC=CCCCC=CC(=O)O	2.4000001	12138624	PubChem:(12138624)	2	137.09613786593235	154.21938970685005	216_Celastraceae_pos_sirius_red_217
1182	1	2	2	0.09475288594929039	-26.76579921802788	0.9999999999999999	141.37925027590774	C14H24O2	[M - H2O + H]+	JNXXRQLAAJXERE	InChI=1S/C14H24O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h1H,3-13H2,(H,15,16)	Myristic Acid Alkyne	C#CCCCCCCCCCCCC(=O)O	4.7620039	5312715	Training Set;PubChem:(5312715);PubMed;ZINC bio:(ZINC14722601);additional	548930	207.17518498636235	331.4523808658123	1616_Celastraceae_pos_sirius_red_1642
1183	1	2	2	N/A	-83.17045511600078	0.9999999999999999	141.37925027590774	C14H22O	[M + H]+	JVTGZIZPEUXKOV	InChI=1S/C14H22O/c1-10-8-11(2)13(7-6-12(3)15)14(4,5)9-10/h6-8,10,13H,9H2,1-5H3	3-Buten-2-one, 4-(2,4,6,6-tetramethyl-2-cyclohexen-1-yl)-	CC1CC(C(C(=C1)C)C=CC(=O)C)(C)C	3.29999995	22726418;57125708	MeSH:(22726418);PubChem:(22726418 57125708);PubMed	70	207.17518498636235	331.4523808658123	1616_Celastraceae_pos_sirius_red_1642
1184	1	3	3	0.09469087842219971	-17.75999382903718	0.9999999999999999	122.29767679558799	C11H18O2	[M - H2O + H]+	OAOUTNMJEFWJPO	InChI=1S/C11H18O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h1H,3-10H2,(H,12,13)	10-undecynoate	C#CCCCCCCCCC(=O)O	3.41436577	31039;1712061	NORMAN:(NS00028365);COCONUT:(CNP0057246 CNP0190624);PubChem:(31039 1712061);ZINC bio:(ZINC02015667);additional;MeSH:(31039);PubChem class - safety and toxic;Training Set;PubMed	70017094	165.12696901773342	208.41899871826172	609_Celastraceae_pos_sirius_red_611
1185	1	3	3	N/A	-35.3644856224063	0.9999999999999999	122.29767679558799	C11H20O3	[M - H4O2 + H]+	UHMWYQAZYGDJGM	InChI=1S/C11H20O3/c12-10-8-6-4-2-1-3-5-7-9-11(13)14/h7,9,12H,1-6,8,10H2,(H,13,14)	null	C(CCCCO)CCCC=CC(=O)O	2.70000005	86289764;87513772	PubChem:(86289764 87513772);CHEBI:(79123)	34	165.12696901773342	208.41899871826172	609_Celastraceae_pos_sirius_red_611
1186	1	3	3	N/A	-55.83387298829779	0.9999999999999999	122.29767679558799	C11H16O	[M + H]+	YSUGKWATSHDWNO	InChI=1S/C11H16O/c1-10-6-4-2-3-5-7-11(12)9-8-10/h10H,2-3,5,7-9H2,1H3	null	CC1CCC(=O)CCCCC#C1	2.20000005	85994447	PubChem:(85994447)	2	165.12696901773342	208.41899871826172	609_Celastraceae_pos_sirius_red_611
1187	1	1	1	0.09459722852652508	-48.99341514593037	0.9999999999999999	65.11021449487077	C10H14	[M + H]+	LODRBKNXLLXEHV	InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-6H,7H2,1-3H3	null	CC1=CCC(=C(C)C)C=C1	3.0	15722621	PubChem:(15722621);KEGG Mine	8589934594	135.11690992545417	264.3049907684326	184_Celastraceae_pos_sirius_red_185
1188	1	1	1	0.094558954056122	-93.16098676524467	0.9999999999999999	35.69372269417713	C9H7NO2	[M + H]+	QWZHDKGQKYEBKK	InChI=1S/C9H7NO2/c10-7-5-6-3-1-2-4-8(6)12-9(7)11/h1-5H,10H2	Oprea1_066898	C1=CC=C2C(=C1)C=C(C(=O)O2)N	1.39999998	74217;135043438	NORMAN:(NS00025338);COCONUT:(CNP0022464);PubChem:(74217 135043438);SuperNatural:(SN00000756);ZINC bio:(ZINC00057910);additional;PubChem class - safety and toxic;Training Set;PubMed	71065666	162.0548731963126	97.85400152206421	535_Celastraceae_pos_sirius_red_537
1189	1	1	1	0.09449284077995233	-44.38129080440868	0.9999999999999999	69.64138586537385	C9H14	[M + H]+	DVJHFOYLFFVPAE	InChI=1S/C9H14/c1-4-7(2)8(3)9-5-6-9/h4,7,9H,1,3,5-6H2,2H3	null	CC(C=C)C(=C)C1CC1	3.5999999	123899288	PubChem:(123899288)	2	123.11687648025594	133.7000012397766	107_Celastraceae_pos_sirius_red_108
1190	1	1	1	0.09434212743116353	-60.025894801954166	0.9974874371859296	146.65470676605614	C9H19NO2	[M + K]+	VWPQCOZMXULHDM	InChI=1S/C9H19NO2/c10-8-6-4-2-1-3-5-7-9(11)12/h1-8,10H2,(H,11,12)	zlchem 1279	C(CCCCN)CCCC(=O)O	1.48526716	136877;36690094	PubChem class - safety and toxic;PubChem:(136877 36690094);PubMed;CHEBI:(73740);KEGG Mine	8657043554	212.10554180287076	182.05600261688232	1756_Celastraceae_pos_sirius_red_1786
1191	1	1	1	0.09432558010455329	-73.08129382238052	0.9999999999999999	21.398178807600033	C9H6O2	[M + H]+	ZYGHJZDHTFUPRJ	InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H	coumarin	C1=CC=C2C(=C1)C=CC(=O)O2	2.01151633	323;6914114;13027893;13027895;56845950;59950530;59973219;90996372;89421045	HMDB:(1218);PubChem class - food;SuperNatural:(SN00000987);ZINC bio:(ZINC00074709);additional;HSDB:(91-64-5);MeSH:(323);Plantcyc:(COUMARIN);PubMed;NORMAN:(NS00002381);COCONUT:(CNP0225025 CNP0257364);KNApSAcK:(2460);Natural Products:(UNPD21132);PubChem:(323 6914114 13027893 13027895 56845950 59950530 59973219 90996372 89421045);CHEBI:(28794);PubChem class - bio and metabolites;KEGG:(C05851);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(COUMARIN)	255781758	147.04395808883066	61.64599657058716	320_Celastraceae_pos_sirius_red_321
1192	1	1	1	0.09423094595223905	-113.02680817997333	0.9969849246231155	105.3233101840593	C12H18ClN	[M + H]+	MUTNFFUVPCCMDS	InChI=1S/C12H18ClN/c1-11(2)5-7-12(10-14,8-6-11)4-3-9-13/h3,9H,4-8H2,1-2H3	null	CC1(CCC(CC1)(CC=CCl)C#N)C	3.9000001	130514115	PubChem:(130514115)	2	212.11953459238086	274.4229984283447	1759_Celastraceae_pos_sirius_red_1790
1193	1	1	2	N/A	-194.85037881234263	0.9236180904522615	57.77221816016933	C4H9FN2O3S	[M + H]+	LAQHQTKXGAOURR	InChI=1S/C4H9FN2O3S/c1-6(2)4(8)7(3)11(5,9)10/h1-3H3	N-(dimethylcarbamoyl)-N-methylsulfamoyl fluoride	CN(C)C(=O)N(C)S(=O)(=O)F	-0.200000003	23235783	PubChem:(23235783)	2	185.03940733116445	62.34299898147583	963_Celastraceae_pos_sirius_red_970
1194	1	2	2	0.09390622295777416	-189.66150260216048	0.9999999999999999	76.73560102245986	C7H10N3O	[M + H]+	BHYMKMDLXKHGCP	InChI=1S/C7H10N3O/c1-10(2)6-7(11-3)9-5-4-8-6/h4H,1-3H3	null	CN(C)C1=NC=[C]N=C1OC	0.5	57424795	PubChem:(57424795)	2	153.09014454727122	419.60100173950195	422_Celastraceae_pos_sirius_red_424
1195	1	2	2	N/A	-296.673798861325	0.9999999999999999	76.73560102245986	C7H12N3O2	[M - H2O + H]+	JNQZNMHCLKWMPX	InChI=1S/C7H12N3O2/c1-3-4-5-6(9-10-8)7(11)12-2/h6H,1,3-5H2,2H3	null	COC(=O)C(CCC[CH2])N=[N+]=[N-]	3.0	101385952	PubChem:(101385952)	2	153.09014454727122	419.60100173950195	422_Celastraceae_pos_sirius_red_424
1196	1	2	2	0.09389870330849541	-35.9000399855375	0.9999999999999999	113.71511990784762	C8H14O2	[M - H2O + H]+	IPBFYZQJXZJBFQ	InChI=1S/C8H14O2/c1-2-3-4-7-5-6-8(9)10-7/h7H,2-6H2,1H3	4-Octanolide	CCCCC1CCC(=O)O1	2.2421329	7704;7057971;7057972	HMDB:(35422);PubChem class - food;SuperNatural:(SN00156792);ZINC bio:(ZINC03860658 ZINC03860659);additional;MeSH:(7704 7057971);PubMed;NORMAN:(NS00013082);COCONUT:(CNP0194903);Natural Products:(UNPD7698);PubChem:(7704 7057971 7057972);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	222093390	125.09630111503	294.60700035095215	139_Celastraceae_pos_sirius_red_140
1197	1	2	2	N/A	-41.7192804686197	0.9999999999999999	113.71511990784762	C8H12O	[M + H]+	KRRXAWNPTUMUSL	InChI=1S/C8H12O/c1-6-3-4-8(9)5-7(6)2/h3,7H,4-5H2,1-2H3	null	CC1CC(=O)CC=C1C	1.0	15139156;85612540;130879019	PubChem:(15139156 85612540 130879019)	2	125.09630111503	294.60700035095215	139_Celastraceae_pos_sirius_red_140
1198	1	1	1	0.09379179707259745	-116.70089430431743	0.9999999999999999	217.33524815835776	C7H9N3O2	[M + H]+	VAJONKNQZPACNH	InChI=1S/C7H9N3O2/c1-4(11)6-7(8-2)9-3-5(12)10-6/h3H,1-2H3,(H,8,9)(H,10,12)	null	CC(=O)C1=C(N=CC(=O)N1)NC	-0.100000001	137400072	PubChem:(137400072)	2	168.07669539522954	416.286260811612	644_Celastraceae_pos_sirius_red_646
1199	1	1	1	0.09378807863519131	-57.675154080122525	0.9999999999999999	146.8207014275251	C14H20O	[M + H]+	MHDZZWJRZISHQQ	InChI=1S/C14H20O/c1-10-5-4-7-14(3)8-6-12(11(2)15)9-13(10)14/h9H,4-8H2,1-3H3	13-nor-Eudesm-4,6-dien-11-one	CC1=C2C=C(CCC2(CCC1)C)C(=O)C	3.0	527188;6428351;20837733	COCONUT:(CNP0148300);Natural Products:(UNPD5319);PubChem:(527188 6428351 20837733);SuperNatural:(SN00286138)	3178498	205.15837814657195	317.40167370066047	1516_Celastraceae_pos_sirius_red_1541
1200	1	1	1	0.09365967612048218	-32.54231217680462	0.9999999999999999	52.26804502953376	C8H12	[M + H]+	GAVFLURQXCLWEI	InChI=1S/C8H12/c1-4-6-8(3)7-5-2/h4-5H,1-3,6-7H2	1,6-Heptadiene, 4-methylene-	C=CCC(=C)CC=C	3.5	12697190	PubChem:(12697190)	2	109.10099706282894	396.49901390075684	29_Celastraceae_pos_sirius_red_30
1201	1	2	2	0.09327010840285904	-71.11611299494277	0.9999999999999999	210.98292313918358	C13H24O3	[M - H2O + H]+	BLHJSHUPYYYYIW	InChI=1S/C13H24O3/c1-4-6-12(15)11(7-5-8-14)13(16)9-10(2)3/h4-7,10-16H,8-9H2,1-3H3	null	CC=CC(C(C=CCO)C(CC(C)C)O)O	1.39999998	88810323	PubChem:(88810323)	2	211.16851796310183	181.1329636229675	1739_Celastraceae_pos_sirius_red_1767
1202	1	2	2	N/A	-73.08328464801734	0.9999999999999999	210.98292313918358	C13H22O2	[M + H]+	YXWWGTIIBHFLEC	InChI=1S/C13H22O2/c1-11(2)6-4-7-12(3)8-5-9-13(15)10-14/h6,8,14H,4-5,7,9-10H2,1-3H3	null	CC(=CCCC(=CCCC(=O)CO)C)C	3.0	14138689	PubChem:(14138689);YMDB Mine;KEGG Mine	42949672962	211.16851796310183	181.1329636229675	1739_Celastraceae_pos_sirius_red_1767
1203	1	1	2	N/A	-248.0919520182852	0.06582914572864322	35.14455554442801	C6H12BNO3	[M + H]+	GQQJYBAQIKFQLU	InChI=1S/C6H12BNO3/c1-3-7-4-2-6-8(5-1)10-11-9-7/h1-6H2	null	B12CCCN(CCC1)OOO2	1.71200573	87546852	PubChem:(87546852)	2	157.1015951988544	329.6342468261719	485_Celastraceae_pos_sirius_red_487
1204	1	3	3	0.09305446049664388	-53.54527501976744	0.9999999999999999	129.74483784557577	C13H20O	[M + H]+	AAEXIVCSZMHKSW	InChI=1S/C13H20O/c1-10-5-4-7-12(2)9-11(14)6-8-13(10,12)3/h5H,4,6-9H2,1-3H3	null	CC1=CCCC2(C1(CCC(=O)C2)C)C	2.5999999	138970691	PubChem:(138970691)	2	193.1588664587863	330.43150663375854	1183_Celastraceae_pos_sirius_red_1199
1205	1	3	3	N/A	-66.41529043205772	0.9999999999999999	129.74483784557577	C13H24O3	[M - H4O2 + H]+	ZROSNFCBRVYZTC	InChI=1S/C13H24O3/c14-11-7-3-1-5-9(11)13(16)10-6-2-4-8-12(10)15/h9-16H,1-8H2	null	C1CCC(C(C1)C(C2CCCCC2O)O)O	2.20000005	72201253	PubChem:(72201253)	2	193.1588664587863	330.43150663375854	1183_Celastraceae_pos_sirius_red_1199
1206	1	3	3	N/A	-84.44940094201581	0.9999999999999999	129.74483784557577	C13H22O2	[M - H2O + H]+	YTPJSSUCMUKHHN	InChI=1S/C13H22O2/c1-9-7-11(15)8-13(3,4)12(9)6-5-10(2)14/h5-7,10-12,14-15H,8H2,1-4H3	2-Cyclohexen-1-ol, 4-(3-hydroxy-1-butenyl)-3,5,5-trimethyl-	CC1=CC(CC(C1C=CC(C)O)(C)C)O	1.70000005	14159754;14159755;71384106;101338767	COCONUT:(CNP0295272);Natural Products:(UNPD72482 UNPD93609 UNPD172148);PubChem:(14159754 14159755 71384106 101338767);SuperNatural:(SN00315724 SN00264562 SN00277788);YMDB Mine	34362916866	193.1588664587863	330.43150663375854	1183_Celastraceae_pos_sirius_red_1199
1207	1	2	2	0.09298402465719176	-43.90145120100791	0.9999999999999999	115.64997386221798	C9H21NO2	[M - H2O + H]+	FFIVWNCPDRURNH	InChI=1S/C9H21NO2/c1-4-9(2,3)10(5-7-11)6-8-12/h11-12H,4-8H2,1-3H3	2-[2-hydroxyethyl(2-methylbutan-2-yl)amino]ethanol	CCC(C)(C)N(CCO)CCO	0.400000006	18533827	PubChem:(18533827)	2	158.15409983551672	408.1405748719675	497_Celastraceae_pos_sirius_red_499
1208	1	2	2	N/A	-66.28535840439343	0.9999999999999999	115.64997386221798	C9H19NO	[M + H]+	OXTCNSACQOVPQK	InChI=1S/C9H19NO/c1-8-5-9(2)7-10(6-8)3-4-11/h8-9,11H,3-7H2,1-2H3	null	CC1CC(CN(C1)CCO)C	1.29999995	43394133	PubChem:(43394133)	2	158.15409983551672	408.1405748719675	497_Celastraceae_pos_sirius_red_499
1209	1	3	3	0.09278618361254928	-84.62689143012074	0.9999999999999999	228.4411665870184	C14H22O4	[M - H4O2 + H]+	NOKUCIRUMNDMHP	InChI=1S/C14H22O4/c15-9-1-5-6(2-10(9)16)13(5)14-7-3-11(17)12(18)4-8(7)14/h5-18H,1-4H2	null	C1C2C(C2C3C4C3CC(C(C4)O)O)CC(C1O)O	-0.200000003	102504902	PubChem:(102504902)	2	219.13795761118425	201.37149810791016	1978_Celastraceae_pos_sirius_red_2021
1210	1	3	3	N/A	-89.10651297377025	0.9999999999999999	228.4411665870184	C14H18O2	[M + H]+	GHJUGLXPMGUCCK	InChI=1S/C14H18O2/c1-11-6-5-7-12(2)14(16)9-4-3-8-13(15)10-11/h3-4,7,10H,5-6,8-9H2,1-2H3	null	CC1=CC(=O)CC=CCC(=O)C(=CCC1)C	2.20000005	67923987;67923986	PubChem:(67923987 67923986)	2	219.13795761118425	201.37149810791016	1978_Celastraceae_pos_sirius_red_2021
1211	1	3	3	N/A	-96.44930734148838	0.9999999999999999	228.4411665870184	C14H20O3	[M - H2O + H]+	XVDYCZISNDOFRJ	InChI=1S/C14H20O3/c1-8-3-5-12(9(2)14(16)17)13-7-10(15)4-6-11(8)13/h7-9,11-12H,3-6H2,1-2H3,(H,16,17)	(2R)-2-[(1S,4R,4aS)-4-methyl-7-oxo-2,3,4,4a,5,6-hexahydro-1H-naphthalen-1-yl]propanoic acid	CC1CCC(C2=CC(=O)CCC12)C(C)C(=O)O	2.0	10537783;11459013;102092508	PubChem:(10537783 11459013 102092508)	2	219.13795761118425	201.37149810791016	1978_Celastraceae_pos_sirius_red_2021
1212	1	2	2	0.09267178401235455	-17.763552790856554	0.9999999999999999	69.12715651173707	C8H16O3	[M - H2O + H]+	KDMSVYIHKLZKET	InChI=1S/C8H16O3/c9-7-5-3-1-2-4-6-8(10)11/h9H,1-7H2,(H,10,11)	ACMC-20alwd	C(CCCC(=O)O)CCCO	1.62027812	69820;6997237;129776632	HMDB:(61914);SuperNatural:(SN00310007);ZINC bio:(ZINC01845728);MeSH:(69820);PubMed;COCONUT:(CNP0173199);Natural Products:(UNPD36103);PubChem:(69820 6997237 129776632);YMDB Mine;CHEBI:(79162);EcoCyc Mine;PubChem class - safety and toxic;Biocyc:(CPD-21102);KEGG Mine	60199839854	143.10666326113756	131.87273078336148	278_Celastraceae_pos_sirius_red_279
1213	1	2	2	N/A	-42.473944792596704	0.9999999999999999	69.12715651173707	C8H14O2	[M + H]+	IPBFYZQJXZJBFQ	InChI=1S/C8H14O2/c1-2-3-4-7-5-6-8(9)10-7/h7H,2-6H2,1H3	4-Octanolide	CCCCC1CCC(=O)O1	2.2421329	7704;7057971;7057972	HMDB:(35422);PubChem class - food;SuperNatural:(SN00156792);ZINC bio:(ZINC03860658 ZINC03860659);additional;MeSH:(7704 7057971);PubMed;NORMAN:(NS00013082);COCONUT:(CNP0194903);Natural Products:(UNPD7698);PubChem:(7704 7057971 7057972);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	222093390	143.10666326113756	131.87273078336148	278_Celastraceae_pos_sirius_red_279
