row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,LQ-01-61-08_pos.mzXML Peak area,LQ-01-61-09_pos.mzXML Peak area,LQ-01-61-27_pos.mzXML Peak area,LQ-01-61-28_pos.mzXML Peak area,LQ-01-61-15_pos.mzXML Peak area,LQ-01-61-05_pos.mzXML Peak area,LQ-01-61-12_pos.mzXML Peak area,LQ-01-61-01_pos.mzXML Peak area,LQ-01-61-06_pos.mzXML Peak area,LQ-01-61-02_pos.mzXML Peak area,LQ-01-61-10_pos.mzXML Peak area,LQ-01-61-16_pos.mzXML Peak area,LQ-01-61-14_pos.mzXML Peak area,LQ-01-61-04_pos.mzXML Peak area,LQ-01-61-03_pos.mzXML Peak area,LQ-01-61-13_pos.mzXML Peak area,LQ-01-61-23_pos.mzXML Peak area,LQ-01-61-42_pos.mzXML Peak area,LQ-01-61-22_pos.mzXML Peak area,LQ-01-61-47_pos.mzXML Peak area,LQ-01-61-21_pos.mzXML Peak area,LQ-01-61-46_pos.mzXML Peak area,LQ-01-61-29_pos.mzXML Peak area,LQ-01-61-18_pos.mzXML Peak area,LQ-01-61-39_pos.mzXML Peak area,LQ-01-61-44_pos.mzXML Peak area,LQ-01-61-30_pos.mzXML Peak area,LQ-01-61-26_pos.mzXML Peak area,LQ-01-61-25_pos.mzXML Peak area,LQ-01-61-17_pos.mzXML Peak area,LQ-01-61-11_pos.mzXML Peak area,LQ-01-61-07_pos.mzXML Peak area,LQ-01-61-57_pos.mzXML Peak area,LQ-01-61-60_pos.mzXML Peak area,LQ-01-61-62_pos.mzXML Peak area,LQ-01-61-50_pos.mzXML Peak area,LQ-01-61-49_pos.mzXML Peak area,LQ-01-61-38_pos.mzXML Peak area,LQ-01-61-40_pos.mzXML Peak area,LQ-01-61-45_pos.mzXML Peak area,LQ-01-61-32_pos.mzXML Peak area,LQ-01-61-33_pos.mzXML Peak area,LQ-01-61-43_pos.mzXML Peak area,LQ-01-61-34_pos.mzXML Peak area,LQ-01-61-24_pos.mzXML Peak area,LQ-01-61-41_pos.mzXML Peak area,LQ-01-61-31_pos.mzXML Peak area,LQ-01-61-20_pos.mzXML Peak area,LQ-01-61-76_pos.mzXML Peak area,LQ-01-61-77_pos.mzXML Peak area,LQ-01-61-61_pos.mzXML Peak area,LQ-01-61-68_pos.mzXML Peak area,LQ-01-61-65_pos.mzXML Peak area,LQ-01-61-48_pos.mzXML Peak area,LQ-01-61-64_pos.mzXML Peak area,LQ-01-61-51_pos.mzXML Peak area,LQ-01-61-36_pos.mzXML Peak area,LQ-01-61-63_pos.mzXML Peak area,LQ-01-61-53_pos.mzXML Peak area,LQ-01-61-66_pos.mzXML Peak area,LQ-01-61-52_pos.mzXML Peak area,LQ-01-61-59_pos.mzXML Peak area,LQ-01-61-19_pos.mzXML Peak area,LQ-01-61-78_pos.mzXML Peak area,LQ-01-61-35_pos.mzXML Peak area,LQ-01-61-70_pos.mzXML Peak area,LQ-01-61-69_pos.mzXML Peak area,LQ-01-61-71_pos.mzXML Peak area,LQ-01-61-67_pos.mzXML Peak area,LQ-01-61-73_pos.mzXML Peak area,LQ-01-61-72_pos.mzXML Peak area,LQ-01-61-54_pos.mzXML Peak area,LQ-01-61-75_pos.mzXML Peak area,LQ-01-61-58_pos.mzXML Peak area,LQ-01-61-55_pos.mzXML Peak area,LQ-01-61-74_pos.mzXML Peak area,LQ-01-61-56_pos.mzXML Peak area,LQ-01-61-37_pos.mzXML Peak area,
8726,511.3046542841389,4.5708265,,,,483,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,108604.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22905.605,0,0,0,0,0,0,0,0,0,87989.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662559.6,0,0,0,0,0,0,0,0,0,0,0,63623.168,
8727,603.4816173375447,4.5710487,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,56885.074,0,0,0,0,0,0,0,0,0,0,0,0,99384.3,0,239761.81,115149.91,0,0,0,0,0,0,0,0,0,0,0,0,0,207063.98,0,0,0,0,0,0,0,0,80479.57,0,0,0,0,0,173475.62,0,0,0,0,58572.56,77937.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8728,427.2847827831875,4.5711665,,,,,,,,,,,0,0,0,0,0,0,0,65129.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127857.02,0,0,0,0,0,105958.61,0,0,
8729,502.18929318181733,4.5715065,,,,402,,,,,,,0,0,0,0,0,0,0,764386.06,0,174937.88,0,0,0,290519.7,92608.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35373.254,0,
8730,395.20608471927073,4.571675,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,103653.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549521.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3276629E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58937.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8731,304.2351544389556,4.5717053,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300267.72,562511.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399591.47,0,0,0,0,0,0,0,0,0,0,0,0,0,
8732,280.26338903914314,4.5719366,,,,562,,,,,,,0,0,0,0,0,0,0,32361.809,0,0,0,0,0,0,0,0,0,26336.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118292.68,92904.35,0,126680.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8733,401.2871642550126,4.5720944,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45710.586,0,0,0,0,0,0,0,0,0,0,0,0,0,101095.805,0,0,0,0,0,0,0,59964.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8734,351.1827663494525,4.5722165,,,,460,,,,,,,0,0,0,148415.25,28206.938,22337.754,0,0,112940.32,0,0,105710.75,22916.861,0,0,65807.75,0,0,0,0,0,0,0,110654.625,0,46441.168,0,0,58700.08,434143.97,95268.64,243188.03,0,0,0,0,0,391503.34,0,0,0,82301.19,0,0,0,0,2442126.2,218359.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45101.61,0,73270.25,0,0,0,0,0,24100.725,0,0,171657.31,0,0,0,160741.5,
8735,616.2544283169525,4.572242,,,,240,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130911.91,0,0,0,0,0,74163.85,0,0,
8736,606.2704329922457,4.5727,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60945.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8737,267.210361275425,4.5732613,,,,460,1152,[M-2H2O+H]+,,2,8364;8737,302.2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592911.6,272011.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88369.47,0,0,0,0,0,0,0,0,0,0,0,0,0,
8738,554.1946570133405,4.5734835,,,,1372,,,,,,,0,0,0,0,0,0,0,3577239.2,0,419861.94,0,0,0,1.8669532E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8739,447.18883086311934,4.573817,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54583.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8740,179.60569814412048,4.574143,,,,795,1157,[M+NH4]+,,2,8773;8740,161.5711,0,0,77785.17,0,78607.09,134796.84,99499.21,0,0,0,0,162689.61,0,0,0,0,0,0,0,0,0,0,0,49941.086,126908.74,0,0,98051.94,132238.73,0,0,0,0,0,0,0,0,97466.79,118361.84,0,0,0,0,87796.39,91465.59,0,0,64774.406,0,0,0,0,78794.41,0,0,0,86093.85,0,0,0,112277.016,187479.44,104623.92,0,128519.97,0,0,0,0,0,0,0,0,126772.5,0,0,0,62036.242,
8741,421.34676570684513,4.5742207,,,,,,,,,,,0,0,0,0,0,0,0,198243.31,0,55917.535,0,0,0,0,0,182378.78,0,0,0,0,0,0,100052.55,0,0,0,98458.55,0,0,0,0,0,0,0,0,0,0,0,0,350447.06,66337.93,0,162054.14,0,23634.543,0,0,53075.137,0,0,0,0,87286.53,0,0,0,0,0,20080.277,58534.04,0,143981.72,0,0,0,0,0,65796.0,0,0,0,0,0,301511.78,0,0,0,0,
8742,377.9597629883112,4.57425,,,,562,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92282.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8743,376.2155938336769,4.5745683,,,,795,,,,,,,0,0,106635.66,0,90681.29,162156.19,137726.7,0,0,0,0,257539.33,0,0,0,0,0,0,0,0,0,0,0,72308.85,204548.08,0,50630.832,132722.61,196079.98,0,0,0,0,0,0,0,0,138286.98,153772.38,0,0,0,0,146767.02,178116.55,0,0,0,0,0,0,0,99893.16,0,0,0,123119.44,0,60907.35,0,152543.34,266734.47,186779.02,0,183916.39,0,0,0,0,0,0,0,0,195907.05,0,0,0,0,
8744,547.1860308676951,4.5747585,,,,1372,,,,,,,0,0,0,0,0,0,0,16251.134,0,0,0,0,0,74734.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8745,285.18499495023497,4.5748277,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108752.73,0,0,0,0,0,0,0,0,0,0,0,0,0,74619.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16142.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8746,261.22110470469744,4.5749135,,,,795,,,,,,,0,0,89726.22,0,82260.414,154680.9,200152.69,46962.11,0,0,0,326905.25,0,0,0,67378.56,87241.09,96179.305,0,0,0,0,0,83442.01,232258.28,0,149240.08,169949.56,190135.2,62563.055,0,0,0,0,0,0,0,183968.94,194656.22,30176.516,0,64997.297,108192.89,174104.66,196329.16,0,0,145259.62,0,0,0,36853.36,273785.8,0,0,0,219339.47,0,68027.54,0,163781.47,358563.8,386193.3,0,227430.12,0,0,0,0,0,0,0,27794.531,252735.78,0,0,0,91193.42,
8747,244.20576745039648,4.5750556,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392759.53,0,468865.62,45375.97,
8748,473.21655034210175,4.5751896,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,191391.75,0,0,0,0,0,0,0,0,0,0,0,204971.52,0,0,0,0,0,787362.25,0,82562.41,0,0,0,0,0,734688.6,0,0,31713.162,0,0,0,0,0,4602637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121185.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8749,372.219027970257,4.5753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89837.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8750,896.3294743885156,4.575267,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90762.19,
8751,296.258185575158,4.5753603,,,,562,1159,[M+H]+,,1,8792,295.2512,0,0,98276.3,0,127279.95,178390.95,122442.695,64023.25,0,0,117970.68,140402.75,0,0,0,0,0,72983.25,0,0,0,72268.81,0,0,95182.83,0,0,84251.305,235873.12,0,0,0,0,0,0,0,129953.336,92276.445,138305.73,0,0,0,0,74337.06,104745.18,0,0,0,0,0,0,0,92579.65,135627.83,348478.2,128913.42,42202.035,431419.5,95754.33,0,193441.67,154070.05,200435.86,79623.516,0,0,0,0,0,0,0,0,0,318496.7,0,0,0,35437.44,
8752,559.2309214900058,4.57545,,,,460,1156,[M+Na]+,,2,8752;8754,536.2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77001.125,0,0,0,0,0,0,0,0,124956.99,0,0,0,0,0,366713.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78542.67,0,
8753,299.20106254011984,4.5765796,,,,247,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,158158.81,0,0,147207.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433684.5,0,0,77904.234,137610.08,178994.69,0,55641.188,0,0,0,0,0,0,0,0,0,0,0,0,41919.26,89378.914,0,0,0,0,0,0,0,0,0,31669.99,0,57281.918,110644.73,0,0,183816.33,60510.02,0,
8754,554.2754361289547,4.5767865,,,,460,1156,[M+NH4]+,,2,8752;8754,536.2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325857.9,0,0,0,0,0,0,0,0,153689.11,0,0,0,0,0,1827264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16848.684,0,0,0,0,112392.836,0,
8755,563.4446813982465,4.5774164,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124274.73,34961.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8756,449.32573697293014,4.5776334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59684.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8757,324.5626334197771,4.5779,,,,342,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224286.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8758,345.076400141244,4.5779,,,,342,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112437.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8759,471.27557648997026,4.577892,,,,1372,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,164071.38,316703.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8760,286.2240318853196,4.5779333,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929186.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8761,399.32619867720246,4.578132,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,19467.871,0,67233.195,74640.88,116660.805,115409.414,0,0,0,0,0,0,0,0,0,44930.746,0,0,0,0,173309.14,0,0,0,0,0,0,0,0,0,0,0,0,360974.66,338868.16,0,0,0,0,0,0,0,0,0,0,45584.215,0,0,92705.37,0,0,0,0,0,69732.64,0,246933.28,0,0,0,0,0,0,0,0,0,0,0,
8762,422.34965242297386,4.5781612,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,16677.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104610.93,0,0,0,0,0,0,0,0,0,0,26867.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8763,339.1949235419194,4.578342,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258012.92,0,0,0,0,0,0,0,0,0,0,0,63581.047,268307.53,0,0,57125.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44039.914,0,0,0,0,0,0,0,0,0,0,0,210919.45,0,
8764,315.17215343035457,4.5786834,,,,1290,1173,[M+H]+,,1,9014,314.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58681.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8765,192.1307729436458,4.5787315,,,,795,,,,,,,0,0,74408.39,0,72304.54,107012.28,86679.48,0,0,0,33405.91,107107.805,0,0,0,0,0,0,0,0,0,0,0,45372.516,94138.164,0,0,75844.44,115332.13,0,0,0,0,0,0,0,0,73632.11,105488.66,0,0,0,0,62631.117,55606.61,0,0,0,0,0,0,0,0,0,0,0,65064.24,0,0,0,91481.53,97537.22,55622.57,0,101744.77,0,0,0,0,0,0,0,0,72130.766,0,0,0,0,
8766,341.20845891184064,4.578743,,,,240,1179,[M+Na]+,,2,8766;9108,318.2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151250.6,107920.35,0,0,31232.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169762.05,0,0,0,0,605870.4,0,0,57004.836,0,0,130446.984,0,0,
8767,325.69599799832196,4.579253,,,,460,,,,,,,0,18157.297,0,0,0,0,0,0,80231.89,40967.5,0,0,30367.436,0,0,0,0,0,0,0,0,0,19606.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36599.727,0,0,0,0,199810.39,854523.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42752.664,0,0,188212.0,0,0,0,19157.121,0,92720.3,0,0,
8768,173.0955893966748,4.5796795,,,,460,,,,,,,0,0,0,0,0,0,0,0,0,0,0,40220.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82370.97,0,160831.08,0,0,0,0,0,81996.836,0,0,0,0,0,0,0,0,553012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713314.7,0,0,0,0,0,0,0,0,0,0,0,53268.01,0,212188.31,0,
8769,537.3023565727517,4.57975,,,,1158,1160,[M+Na]+,,2,8778;8769,514.3114,0,0,0,0,0,0,30705.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78095.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8770,607.2157055621935,4.579859,,,,460,1167,[M+Na]+,,2,8890;8770,584.2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241436.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47912.31,0,0,0,
8771,218.61325790405195,4.5802984,,,,,,,,,,,0,0,63448.68,0,0,81971.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78809.47,0,0,63457.113,73592.586,0,0,0,0,0,0,0,0,55473.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55678.285,68585.5,0,0,48054.39,0,0,0,0,0,0,0,0,0,0,0,0,0,
8772,207.1050773020218,4.580312,,,,795,,,,,,,0,0,157790.66,0,140716.28,217882.81,178228.03,0,0,0,71633.11,219001.03,0,0,0,61085.242,0,74505.13,0,0,0,72475.82,0,119490.91,213830.97,0,84365.61,173094.03,194594.64,57332.965,0,0,0,0,0,0,0,151981.06,188591.84,0,0,0,0,129757.87,109312.34,0,0,99722.06,0,0,0,0,129536.26,0,0,0,152082.7,0,94096.67,59282.453,175287.19,232198.42,111809.125,0,179804.75,0,0,0,50775.227,0,0,0,0,137697.69,0,0,42178.664,80925.78,
8773,153.57234475080907,4.5804243,,,,795,1162,[M-H2O+H]+,,1,8791,170.5767,0,0,123700.84,0,105747.164,165605.2,161175.7,0,0,0,58081.473,214450.27,0,0,0,0,0,63455.664,0,0,0,57540.254,0,94507.63,188285.86,0,64412.375,144281.7,200391.1,0,0,0,0,0,0,0,0,150821.17,177076.66,0,0,0,0,126535.02,119517.72,0,0,84653.44,0,0,0,0,120018.84,0,0,0,143593.45,0,78830.06,0,165528.95,232886.31,136407.19,0,169122.69,0,0,0,0,0,0,0,0,140665.84,0,0,0,89304.016,
8774,569.1449364804579,4.5804777,,,,342,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424573.0,0,0,0,0,0,0,0,0,0,0,0,0,0,279659.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89501.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8775,376.95593040340475,4.5807,,,,562,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602084.4,0,0,0,0,0,0,350206.16,0,0,0,0,0,0,0,0,0,0,0,0,0,
8776,378.9526045781936,4.5807,,,,562,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180275.12,0,0,0,0,0,0,102314.64,0,0,0,0,0,0,0,0,0,0,0,0,0,
8777,251.20053103937676,4.5807166,,,,562,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38903.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8778,532.3435416792913,4.5807,,,,1158,1160,[M+NH4]+,,2,8778;8769,514.3114,0,0,0,0,0,0,0,0,0,0,0,76613.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165266.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8779,283.2055429895983,4.5812316,,,,460,,,,,,,0,0,0,0,0,0,0,0,70905.61,0,0,0,60186.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232318.8,754996.75,0,0,74688.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264373.5,0,0,0,0,0,0,118748.38,0,0,20011.42,42046.633,178864.61,0,
8780,353.23001515347937,4.581378,,,,,,,,,,,0,0,0,0,0,76769.28,0,0,0,0,0,0,0,0,86155.84,0,0,0,116897.41,0,120599.27,0,0,0,47012.01,0,0,0,0,0,0,0,0,0,0,0,0,0,63560.332,0,80952.945,0,0,43671.05,0,0,34851.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8781,217.12240989317584,4.581712,,,,460,,,,,,,0,0,0,83506.97,0,36985.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69103.086,27815.688,0,0,30709.531,86649.04,0,45750.01,138479.98,0,0,0,0,0,67894.57,0,0,84414.51,0,0,0,0,0,792143.56,133823.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309797.34,0,77303.805,0,0,0,0,39324.805,0,0,0,64565.965,0,29832.83,0,0,
8782,200.11963797032877,4.581714,,,,795,,,,,,,0,0,313204.78,0,263991.34,402266.66,368857.78,0,0,0,141711.55,396425.97,0,63884.47,0,132560.47,0,134475.55,0,66707.35,97900.375,157391.88,0,214123.58,414285.12,0,164869.48,360053.34,410356.8,139557.05,47829.65,0,98414.88,0,0,49462.83,80869.07,292281.25,349160.97,287264.7,0,0,68651.266,270637.47,252920.0,0,0,204105.73,0,0,0,68143.74,243619.97,0,0,0,294225.72,0,208104.06,134165.78,320810.6,429864.62,276555.22,0,327063.78,0,0,0,98133.58,73889.94,0,0,58562.344,311984.56,0,0,0,183882.6,
