rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1390	1	3	3	0.25382316785869014	-148.76265312951028	0.9994974874371858	92.09214083189411	C18H22O6	[M + H3N + H]+	RTCARLYNKKVHJD	InChI=1S/C18H22O6/c1-11-17-15(23-13(3)20)8-6-4-5-7-14(10-22-12(2)19)9-16(17)24-18(11)21/h4,6,9,15-17H,1,5,7-8,10H2,2-3H3	null	CC(=O)OCC1=CC2C(C(CC=CCC1)OC(=O)C)C(=C)C(=O)O2	2.23352075	""	COCONUT:(CNP0121898)	2097152	352.17528518201283	119.01075839996338	1413_P10_SIRIUS_1565
1391	1	3	3	N/A	-261.563823168359	0.9994974874371858	94.36316856365286	C18H27NO7	[M - H2O + H]+	IMZYUCHNYPUYBN	InChI=1S/C18H27NO7/c1-4-11(2)16(22)26-14-6-8-19-7-5-13(15(14)19)9-25-17(23)18(24,10-20)12(3)21/h4-5,12,14-15,20-21,24H,6-10H2,1-3H3	null	CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(CO)(C(C)O)O	-0.699999988	91747358;91747359	COCONUT:(CNP0228944);Natural Products:(UNPD8990);PubChem:(91747358 91747359);SuperNatural:(SN00327019)	3178498	352.17528518201283	119.01075839996338	1413_P10_SIRIUS_1565
1392	1	3	3	N/A	-323.38592867887894	0.9994974874371858	94.36316856365286	C18H25NO6	[M + H]+	AONSFLPGAVAKID	InChI=1S/C18H25NO6/c1-4-13(10-20)18(22)24-11-14-5-7-19(23)8-6-15(17(14)19)25-16(21)9-12(2)3/h4-5,9,15,17,20H,6-8,10-11H2,1-3H3	null	CC=C(CO)C(=O)OCC1=CC[N+]2(C1C(CC2)OC(=O)C=C(C)C)[O-]	1.15633023	""	COCONUT:(CNP0056879);Natural Products:(UNPD73784);SuperNatural:(SN00364758)	3178496	352.17528518201283	119.01075839996338	1413_P10_SIRIUS_1565
1393	1	3	3	0.2537362799879908	-70.01223898158639	0.9999999999999999	94.144255154158	C15H20O2	[M - H2O + H]+	OQYBLUDOOFOBPO	InChI=1S/C15H20O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h12-13H,1,4-8H2,2-3H3	Atractylenolide II	CC1=C2CC3C(=C)CCCC3(CC2OC1=O)C	2.9000001	5321023;14448069;14448070;14448071;11736433;92476919;92966439;102425916;122679469	COCONUT:(CNP0168095);KNApSAcK:(12887);Natural Products:(UNPD62818 UNPD40017 UNPD8853 UNPD129281 UNPD156705 UNPD200606);PubChem:(5321023 14448069 14448070 14448071 11736433 92476919 92966439 102425916 122679469);SuperNatural:(SN00159470 SN00159471 SN00160827 SN00312390 SN00342621);ZINC bio:(ZINC15207329);MeSH:(14448070);KEGG:(C17886);Training Set;PubMed	3203414	215.14286650646568	253.9943504333496	2949_P10_SIRIUS_3267
1394	1	3	3	N/A	-100.00035259408861	0.9999999999999999	94.144255154158	C15H18O	[M + H]+	KIWINOWJHFHSJH	InChI=1S/C15H18O/c1-11-8-9-15(3,12(11)2)14-6-4-13(10-16)5-7-14/h4-7,10H,8-9H2,1-3H3	Isolaureldehyde	CC1=C(C(CC1)(C)C2=CC=C(C=C2)C=O)C	3.20000005	70686591	COCONUT:(CNP0281730);Natural Products:(UNPD229404);PubChem:(70686591);PubMed	2129986	215.14286650646568	253.9943504333496	2949_P10_SIRIUS_3267
1395	1	3	3	N/A	-107.35820092929939	0.9999999999999999	94.144255154158	C15H22O3	[M - H4O2 + H]+	WBLTVUMJMJIOGQ	InChI=1S/C15H22O3/c1-8-4-5-10-9(13(17)18)6-11-12(16)14(2,3)7-15(8,10)11/h6,8,10-12,16H,4-5,7H2,1-3H3,(H,17,18)	pentalenate	CC1CCC2C13CC(C(C3C=C2C(=O)O)O)(C)C	2.70000005	10988713;15706640;45782787;51694453;51694455;51694457;70678937;71448994;90658739;90658740;92468395;98621382;98621386;101637937;124871104;124871105	SuperNatural:(SN00034330 SN00034328 SN00034329 SN00034331 SN00260103);ZINC bio:(ZINC35465669 ZINC35465671 ZINC35465673 ZINC35465675);PubMed;COCONUT:(CNP0047989 CNP0226928);KNApSAcK:(21800);Natural Products:(UNPD29846);PubChem:(10988713 15706640 45782787 51694453 51694455 51694457 70678937 71448994 90658739 90658740 92468395 98621382 98621386 101637937 124871104 124871105);CHEBI:(68649 68665);PubChem class - bio and metabolites;KEGG:(C20405);Training Set;Biocyc:(CPDMETA-13643)	19982706	215.14286650646568	253.9943504333496	2949_P10_SIRIUS_3267
1396	1	2	2	0.2534362299275633	-99.62065685000381	0.9999999999999999	119.36483524566417	C25H38O4	[M + H]+	BSCXBLSTGMUDKH	InChI=1S/C25H38O4/c1-16(2)8-6-12-24(4)13-7-9-20-19(24)11-10-17(3)25(20,5)15-21(26)18-14-22(27)29-23(18)28/h9,14,17,19,21,23,26,28H,1,6-8,10-13,15H2,2-5H3	2-hydroxy-3-[(1R)-1-hydroxy-2-[(1R,5R)-1,2,5-trimethyl-5-(4-methylpent-4-enyl)-2,3,4,4a,6,7-hexahydronaphthalen-1-yl]ethyl]-2H-furan-5-one	CC1CCC2C(=CCCC2(C)CCCC(=C)C)C1(C)CC(C3=CC(=O)OC3O)O	6.0	10501301;10894701;10993117;11036853;11112195;21777126;101754719	COCONUT:(CNP0222018);Natural Products:(UNPD177969);PubChem:(10501301 10894701 10993117 11036853 11112195 21777126 101754719);SuperNatural:(SN00319410);MeSH:(10501301 10993117);PubMed	3178566	403.2844541780344	208.17858695983887	2591_P10_SIRIUS_2859
1397	1	2	2	N/A	-125.12133697181959	0.9999999999999999	119.36483524566417	C25H40O5	[M - H2O + H]+	BCPZDSVCYKERMU	InChI=1S/C25H40O5/c1-14(5-8-22(29)30-4)17-6-7-18-23-19(13-21(28)25(17,18)3)24(2)10-9-16(26)11-15(24)12-20(23)27/h14-19,21,23,26,28H,5-13H2,1-4H3	Oprea1_476698	CC(CCC(=O)OC)C1CCC2C1(C(CC3C2C(=O)CC4C3(CCC(C4)O)C)O)C	3.5999999	1779203;3740038;7076512;6428722;13990156;13990158;11872777;11872778;11872779;11872780;17369965;21771352;16395957;23820607;25423112;29038353;60059779;67122248;99566846;124898193;124898196;124898200;126582225;135302703	COCONUT:(CNP0302477);PubChem:(1779203 3740038 7076512 6428722 13990156 13990158 11872777 11872778 11872779 11872780 17369965 21771352 16395957 23820607 25423112 29038353 60059779 67122248 99566846 124898193 124898196 124898200 126582225 135302703);SuperNatural:(SN00067471 SN00067469 SN00067468 SN00067470);ZINC bio:(ZINC04026433 ZINC04026434 ZINC04026435 ZINC04026436);EcoCyc Mine;KEGG Mine	25772957698	403.2844541780344	208.17858695983887	2591_P10_SIRIUS_2859
1398	1	1	3	N/A	-305.2582053259525	0.5663316582914573	97.66813903306296	C20H29N7O5	[M + H]+	ADMHZNPMMVKGJW	InChI=1S/C20H29N7O5/c21-13(8-11-9-25-14-5-2-1-4-12(11)14)17(29)27-16(10-28)18(30)26-15(19(31)32)6-3-7-24-20(22)23/h1-2,4-5,9,13,15-16,25,28H,3,6-8,10,21H2,(H,26,30)(H,27,29)(H,31,32)(H4,22,23,24)	2-[[2-[[2-amino-3-(1H-indol-3-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)O)N	-1.45472908	18231752	PubChem:(18231752);COCONUT:(CNP0406801)	2097154	448.2295447724997	54.09142792224884	367_P10_SIRIUS_414
1399	1	1	1	0.25298037769037784	-169.27792600490045	0.9989949748743718	50.321657327412126	C24H30O7	[M + H]+	MGBGFSPZZHAGOF	InChI=1S/C24H30O7/c1-8-13(4)22(26)30-18-11-24(7)19(31-24)10-16(28-21(25)12(2)3)14(5)9-17-20(18)15(6)23(27)29-17/h8-9,16-20H,2,6,10-11H2,1,3-5,7H3	null	CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)OC(=O)C(=C)C)C	3.81335258	""	COCONUT:(CNP0294228);Natural Products:(UNPD164034);SuperNatural:(SN00252782);KEGG Mine	8593113088	431.2061737343857	163.746540248394	2016_P10_SIRIUS_2233
1400	1	2	2	0.25294147354544155	-60.11494109132999	0.9999999999999999	194.0983371143824	C17H24O7	[M - H2O + H]+	DKGWXKBZPBPUBK	InChI=1S/C17H24O7/c1-8-4-11-16(6-18,13(21)12(8)20)15(3)5-10(23-9(2)19)14(24-11)17(15)7-22-17/h4,10-14,18,20-21H,5-7H2,1-3H3	null	CC1=CC2C(C(C1O)O)(C3(CC(C(C34CO4)O2)OC(=O)C)C)CO	-0.899999976	9927901;10382605	COCONUT:(CNP0208640);Natural Products:(UNPD126937);PubChem:(9927901 10382605);SuperNatural:(SN00309324)	3178498	323.1488457074768	149.78670224547386	1857_P10_SIRIUS_2062
1401	1	2	2	N/A	-69.42766691423304	0.9999999999999999	194.0983371143824	C17H22O6	[M + H]+	BXUMVLFGZURENL	InChI=1S/C17H22O6/c1-9-6-14(20)16-10(2)17(21)23-15(16)7-12(4-5-13(9)19)8-22-11(3)18/h7,13-16,19-20H,1-2,4-6,8H2,3H3	null	CC(=O)OCC1=CC2C(C(CC(=C)C(CC1)O)O)C(=C)C(=O)O2	0.100000001	102064999	COCONUT:(CNP0257021);Natural Products:(UNPD48177);PubChem:(102064999);SuperNatural:(SN00226345)	3178498	323.1488457074768	149.78670224547386	1857_P10_SIRIUS_2062
1402	1	1	1	0.2529334227726045	-147.67431996921687	0.9999999999999999	27.057107167929455	C12H15NO3	[M + H]+	DLCNTEDUKYKOIF	InChI=1S/C12H15NO3/c1-9(12(15)16-2)13-11(14)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3,(H,13,14)	methyl 2-(2-phenylacetamido)propanoate	CC(C(=O)OC)NC(=O)CC1=CC=CC=C1	1.63016605	294582;9991059;12743774	PubChem:(294582 9991059 12743774);PubChem class - safety and toxic	67108866	222.11246555573734	128.3611806220802	1537_P10_SIRIUS_1704
1403	1	2	3	0.2523995025662577	-278.4028155963947	0.5407035175879397	18.73172379509971	C22H22N6O5	[M + H3N + H]+	MJCZPTFZYZULKP	InChI=1S/C22H22N6O5/c23-21-26-18-15(19(32)27-21)25-22(28(18)20-17(31)16(30)14(10-29)33-20)24-13-8-6-12(7-9-13)11-4-2-1-3-5-11/h1-9,14,16-17,20,29-31H,10H2,(H,24,25)(H3,23,26,27,32)	Guanosine abp	C1=CC=C(C=C1)C2=CC=C(C=C2)NC3=NC4=C(N3C5C(C(C(O5)CO)O)O)N=C(NC4=O)N	1.192819	135625283	MeSH:(135625283);PubChem:(135625283);PubMed	70	468.19953917189724	202.1096706390381	2528_P10_SIRIUS_2790
1404	1	2	3	N/A	-285.13296640917144	0.5407035175879397	18.731723795099715	C22H25N7O5	[M + H]+	UNDZSJQMMOCFIZ	InChI=1S/C22H25N7O5/c1-22(2,9-13-10-25-18-16(26-13)17(23)28-21(24)29-18)12-5-3-11(4-6-12)19(32)27-14(20(33)34)7-8-15(30)31/h3-6,10,14H,7-9H2,1-2H3,(H,27,32)(H,30,31)(H,33,34)(H4,23,24,25,28,29)	10,10-Dimethyl-10-deazaaminopterin	CC(C)(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	1.2258383	133508;15570613	MeSH:(133508);PubChem:(133508 15570613);PubMed	70	468.19953917189724	202.1096706390381	2528_P10_SIRIUS_2790
1405	1	3	3	0.2522000839649885	-330.5616739233903	0.9999999999999999	102.69927742588597	C24H31NO7	[M - H4O2 + H]+	SMGZNMXWWCRJJG	InChI=1S/C24H32NO7/c1-5-20(28)31-24(14(2)26)11-9-18-17-7-6-15-12-16(27)8-10-22(15,3)21(17)19(32-25(29)30)13-23(18,24)4/h8,10,12,17-19,21H,5-7,9,11,13H2,1-4H3,(H,29,30)/q+1	null	CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O[N+](=O)O)C)C(=O)C	3.66949487	102269235;139597117	PubChem:(102269235 139597117);NORMAN:(NS00050721)	262146	410.1956013130086	219.0602731704712	2720_P10_SIRIUS_3001
1406	1	3	3	N/A	-345.6839038258493	0.9999999999999999	102.69927742588597	C24H29NO6	[M - H2O + H]+	JZNNZUSJYKWKEA	InChI=1S/C24H29NO6/c1-16-20(22(28)24(30-3)23(29-2)21(16)27)18(17-8-5-4-6-9-17)10-7-11-19(26)25-12-14-31-15-13-25/h4-6,8-9,18H,7,10-15H2,1-3H3	5-(3,4-Dimethoxy-6-methyl-2,5-benzoquinonyl)-5-phenyl-1-morpholino-1-oxopentane	CC1=C(C(=O)C(=C(C1=O)OC)OC)C(CCCC(=O)N2CCOCC2)C3=CC=CC=C3	2.4000001	3086755	PubChem:(3086755);PubChem class - safety and toxic	67108866	410.1956013130086	219.0602731704712	2720_P10_SIRIUS_3001
1407	1	3	3	N/A	-390.4536301014495	0.9999999999999999	102.69927742588597	C24H27NO5	[M + H]+	BCIPGSZQUDLGSY	InChI=1S/C24H27NO5/c1-24(2,3)30-22(27)13-12-16(14-26)25-23(28)29-15-21-19-10-6-4-8-17(19)18-9-5-7-11-20(18)21/h4-11,14,16,21H,12-13,15H2,1-3H3,(H,25,28)	Fmoc-Glu(OtBu)-Wang resin	CC(C)(C)OC(=O)CCC(C=O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13	3.79999995	10740259;85251388;91886441	MeSH:(10740259);PubChem class - food;PubChem:(10740259 85251388 91886441);PubMed	134217798	410.1956013130086	219.0602731704712	2720_P10_SIRIUS_3001
1408	1	1	1	0.2521077758880699	-197.8005516907809	0.9999999999999999	30.284658190331953	C17H29N5O7	[M + H]+	RHKXZKZBFQSNDT	InChI=1S/C17H29N5O7/c1-8(17(28)29)20-16(27)13(9(2)23)22-15(26)11(5-6-12(18)24)21-14(25)10-4-3-7-19-10/h8-11,13,19,23H,3-7H2,1-2H3,(H2,18,24)(H,20,27)(H,21,25)(H,22,26)(H,28,29)	2-[[2-[[5-amino-5-oxo-2-(pyrrolidine-2-carbonylamino)pentanoyl]amino]-3-hydroxybutanoyl]amino]propanoic acid	CC(C(C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C1CCCN1)O	-2.19064879	20012163;72187576	PubChem:(20012163 72187576);PubChem class - bio and metabolites	16777218	416.21368463405975	38.35821770131588	153_P10_SIRIUS_182
1409	1	3	3	0.2519038600172281	-205.7392727471567	0.9999999999999999	160.4875606032401	C22H27NO7	[M - H4O2 + H]+	XHUWOZSYNQDIPZ	InChI=1S/C22H27NO7/c1-5-16(18(26)27)12-14(3)11-13(2)7-6-8-15(4)17(25)22-19(30-22)21(29,9-10-24)23-20(22)28/h5-8,11-12,19,24,29H,9-10H2,1-4H3,(H,23,28)(H,26,27)	Fusarin PM(sub 1)	CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12C(O1)C(NC2=O)(CCO)O)C(=O)O	2.70000005	6440148;14376157;91819749;102293882	COCONUT:(CNP0335407);PubChem:(6440148 14376157 91819749 102293882);PubMed;Biocyc:(CPD-18055);KEGG Mine	8592033858	382.1644016855781	177.837553024292	2217_P10_SIRIUS_2449
1410	1	3	3	N/A	-363.8335136464335	0.9999999999999999	160.4875606032401	C22H25NO6	[M - H2O + H]+	WDHGEYIVJHPIOB	InChI=1S/C22H25NO6/c1-4-5-6-10-13-16-14(2)17(24)21(29-16)19(26)22(28-3,23-20(21)27)18(25)15-11-8-7-9-12-15/h7-13,19,26H,4-6H2,1-3H3,(H,23,27)	null	CCCCC=CC1=C(C(=O)C2(O1)C(C(NC2=O)(C(=O)C3=CC=CC=C3)OC)O)C	3.29999995	137349904	PubChem:(137349904);PubChem class - bio and metabolites	16777218	382.1644016855781	177.837553024292	2217_P10_SIRIUS_2449
1411	1	3	3	N/A	-395.3792385834335	0.9999999999999999	160.4875606032401	C22H23NO5	[M + H]+	PIDILKQZANKQKU	InChI=1S/C22H23NO5/c1-4-27-20(25)22(23-14(3)24,21(26)28-5-2)19-17-12-8-6-10-15(17)16-11-7-9-13-18(16)19/h6-13,19H,4-5H2,1-3H3,(H,23,24)	diethyl(acetylamino)(9h-fluoren-9-yl)propanedioate	CCOC(=O)C(C1C2=CC=CC=C2C3=CC=CC=C13)(C(=O)OCC)NC(=O)C	3.29999995	249423	PubChem:(249423);PubChem class - safety and toxic	67108866	382.1644016855781	177.837553024292	2217_P10_SIRIUS_2449
1412	1	2	2	0.25175928899403555	-138.37275439719005	0.9999999999999999	208.40677615698038	C11H14O5	[M - H2O + H]+	IKZVKSMJMBFFAC	InChI=1S/C11H14O5/c12-6-2-1-4-8-10(14)9(5-3-7-13)16-11(8)15/h1-5,9-10,12-14H,6-7H2	Eutypellin B	C(C=CC=C1C(C(OC1=O)C=CCO)O)O	-1.10000002	44479729	COCONUT:(CNP0249444);KNApSAcK:(47871);Natural Products:(UNPD13105);PubChem:(44479729);SuperNatural:(SN00320272);MeSH:(44479729);PubMed	3178582	209.08118695691329	63.370606899261475	534_P10_SIRIUS_596
1413	1	2	2	N/A	-199.230397188537	0.9999999999999999	208.40677615698038	C11H12O4	[M + H]+	WGUHOBJSLARYHD	InChI=1S/C11H12O4/c1-6-3-7-4-8(12)5-9(14-2)10(7)11(13)15-6/h4-6,12H,3H2,1-2H3	6-hydroxy-8-methoxy-3-methyl-3,4-dihydroisochromen-1-one	CC1CC2=C(C(=CC(=C2)O)OC)C(=O)O1	1.89999998	16757192;38350037;38350045	COCONUT:(CNP0262076);Natural Products:(UNPD137941);PubChem:(16757192 38350037 38350045);SuperNatural:(SN00028758 SN00028757);ZINC bio:(ZINC31158109 ZINC31158115);additional;Training Set;KEGG Mine	8593661954	209.08118695691329	63.370606899261475	534_P10_SIRIUS_596
1414	1	1	1	0.25175322093137537	-372.5527363054151	0.9999999999999999	61.02026755237501	C22H36N4O7	[M + H]+	TYNZHTWVPXSMLI	InChI=1S/C22H36N4O7/c1-22(2,3)33-21(32)26-10-4-5-16(26)19(29)24-12-13-6-8-14(9-7-13)18(28)25-15(20(30)31)11-17(23)27/h13-16H,4-12H2,1-3H3,(H2,23,27)(H,24,29)(H,25,28)(H,30,31)	4-amino-2-[[4-[[[1-[(2-methylpropan-2-yl)oxycarbonyl]pyrrolidine-2-carbonyl]amino]methyl]cyclohexanecarbonyl]amino]-4-oxobutanoic acid	CC(C)(C)OC(=O)N1CCCC1C(=O)NCC2CCC(CC2)C(=O)NC(CC(=O)N)C(=O)O	0.200000003	4868968;16405209;124358957;124358958;124358959	COCONUT:(CNP0057754 CNP0421042);PubChem:(4868968 16405209 124358957 124358958 124358959);SuperNatural:(SN00080508);ZINC bio:(ZINC08791386)	3153922	469.2662757755065	60.713807344436646	474_P10_SIRIUS_532
1415	1	1	1	0.2512064582606661	-101.50841967252053	0.9999999999999999	40.832675825823365	C17H33N3O4	[M + H]+	LYALUJDOJBFGIU	InChI=1S/C17H33N3O4/c1-8-11(4)13(20-16(23)24-17(5,6)7)15(22)19-12(14(18)21)9-10(2)3/h10-13H,8-9H2,1-7H3,(H2,18,21)(H,19,22)(H,20,23)	[1-(1-Carbamoyl-3-methyl-butylcarbamoyl)-2-methyl-butyl]-carbamic acid tert-butyl ester	CCC(C)C(C(=O)NC(CC(C)C)C(=O)N)NC(=O)OC(C)(C)C	2.43142152	647801;124303711	PubChem:(647801 124303711);PubMed;CHEBI:(109483)	98	344.25445256873667	81.72998785972595	868_P10_SIRIUS_967
1416	1	1	1	0.2511706825131647	-546.3694509580585	0.9999999999999999	28.42229129683402	C32H27N5O7	[M + H]+	PJUOEFZUGVTJTI	InChI=1S/C32H27N5O7/c1-14-25(38)23(19-12-11-18-29(33-19)35(4)31(42)36(5)30(18)41)27-24(26(14)39)32(3)21(44-27)13-20-22(28(32)40)15(2)34-37(20)16-7-9-17(43-6)10-8-16/h7-13,38-39H,1-6H3	null	CC1=C(C(=C2C(=C1O)C3(C(=CC4=C(C3=O)C(=NN4C5=CC=C(C=C5)OC)C)O2)C)C6=NC7=C(C=C6)C(=O)N(C(=O)N7C)C)O	4.70029593	""	COCONUT:(CNP0393029)	2097152	594.2009852929932	218.80466916522693	2717_P10_SIRIUS_2998
1417	1	1	1	0.2511365518668978	-118.52096208007069	0.9999999999999999	56.32743276611372	C16H28O6	[M + H]+	SMVKLIUEGPAEEZ	InChI=1S/C16H28O6/c1-2-3-7-12(17)10-11-14(19)16(22)13(18)8-5-4-6-9-15(20)21/h10-11,13-14,16,18-19,22H,2-9H2,1H3,(H,20,21)	null	CCCCC(=O)C=CC(C(C(CCCCCC(=O)O)O)O)O	1.96820641	""	COCONUT:(CNP0107706);Natural Products:(UNPD200213)	2129920	317.1962811628337	175.2808713912964	2182_P10_SIRIUS_2411
1418	1	1	1	0.251096725673972	-100.46039420646264	0.9999999999999999	44.98797933808372	C17H33N3O4	[M + H]+	LYALUJDOJBFGIU	InChI=1S/C17H33N3O4/c1-8-11(4)13(20-16(23)24-17(5,6)7)15(22)19-12(14(18)21)9-10(2)3/h10-13H,8-9H2,1-7H3,(H2,18,21)(H,19,22)(H,20,23)	[1-(1-Carbamoyl-3-methyl-butylcarbamoyl)-2-methyl-butyl]-carbamic acid tert-butyl ester	CCC(C)C(C(=O)NC(CC(C)C)C(=O)N)NC(=O)OC(C)(C)C	2.43142152	647801;124303711	PubChem:(647801 124303711);PubMed;CHEBI:(109483)	98	344.25432509079275	90.3926875256002	1006_P10_SIRIUS_1118
1419	1	1	2	N/A	-319.6363180775126	0.7306532663316584	44.77751626435666	C31H53N5O8	[M + Na]+	XRVWELKGJFSFHT	InChI=1S/C31H53N5O8/c1-10-18(3)24-29(41)35(9)25(19(4)11-2)30(42)34(8)20(5)26(38)32-15-14-23(37)44-22(17-31(6,7)43)28(40)36-16-12-13-21(36)27(39)33-24/h18-22,24-25,43H,10-17H2,1-9H3,(H,32,38)(H,33,39)	null	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)(C)O)C)C)C(C)CC)C	1.79999995	10770213;85262217;101055479	COCONUT:(CNP0303302);HMDB:(39897);PubChem:(10770213 85262217 101055479);PubChem class - bio and metabolites;MeSH:(85262217 101055479);PubMed	18874446	646.3790958572083	269.60606575012207	3067_P10_SIRIUS_3413
1420	1	3	3	0.25080941274789353	-122.83935994929486	0.9999999999999999	119.80242008826156	C13H16O2	[M + H]+	QBWSVZLAABDSMD	InChI=1S/C13H16O2/c1-2-12(14)9-6-10-13(15)11-7-4-3-5-8-11/h3-5,7-8H,2,6,9-10H2,1H3	null	CCC(=O)CCCC(=O)C1=CC=CC=C1	2.79808521	11106467;138982251;138982375	COCONUT:(CNP0212147);Natural Products:(UNPD48677);PubChem:(11106467 138982251 138982375);SuperNatural:(SN00266975)	3178498	205.12224939533198	151.39586448669434	1872_P10_SIRIUS_2077
1421	1	3	3	N/A	-131.83059532297284	0.9999999999999999	119.80242008826156	C13H20O4	[M - H4O2 + H]+	SGRLVTREURDUFS	InChI=1S/C13H20O4/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h4,6,8,10H,1-3,5,7,9,11H2,(H,14,15)(H,16,17)	null	C(CCCC=CC=CC(=O)O)CCCC(=O)O	2.99807286	87405111;100963827;123908252	COCONUT:(CNP0087001);PubChem:(87405111 100963827 123908252);KEGG Mine	8592031746	205.12224939533198	151.39586448669434	1872_P10_SIRIUS_2077
1422	1	3	3	N/A	-169.4152831873782	0.9999999999999999	119.80242008826156	C13H18O3	[M - H2O + H]+	GYLAUURZVLOHNI	InChI=1S/C13H18O3/c1-16-12-9-7-11(8-10-12)5-3-2-4-6-13(14)15/h7-10H,2-6H2,1H3,(H,14,15)	6-(4-methoxyphenyl)hexanoic acid	COC1=CC=C(C=C1)CCCCCC(=O)O	3.26578522	12392952	PubChem:(12392952);PubChem class - safety and toxic	67108866	205.12224939533198	151.39586448669434	1872_P10_SIRIUS_2077
1423	1	1	1	0.2506501283596444	-103.03593705740974	0.9999999999999999	29.599116533091106	C7H8O2	[M + H]+	XCSQXCKDEVRTHN	InChI=1S/C7H8O2/c8-7(9)6-4-2-1-3-5-6/h1-2,5H,3-4H2,(H,8,9)	2,5-Dihydrobenzoicacid; NSC 168028	C1C=CCC(=C1)C(=O)O	1.39999998	297211;90659078	PubChem:(297211 90659078);PubMed;Biocyc:(CPD-14382);KEGG Mine	8589936706	125.05998505815926	105.49198865890503	1234_P10_SIRIUS_1362
1424	1	1	1	0.2505521860465555	-141.22269169198012	0.9999999999999999	38.28320764292219	C10H17NO3	[M + H]+	UUPYXUVDNAZANT	InChI=1S/C10H17NO3/c1-2-3-4-5-6-7-9(12)11-8-10(13)14/h2H,1,3-8H2,(H,11,12)(H,13,14)	null	C=CCCCCCC(=O)NCC(=O)O	1.60000002	88224963	PubChem:(88224963);HMDB:(94806)	10	200.12838400343583	122.44770526885986	1459_P10_SIRIUS_1616
1425	1	1	1	0.2503143677741868	-79.7965674951926	0.9999999999999999	46.01364855988154	C12H11NO2	[M + H]+	XDXKXRVCTYULQN	InChI=1S/C12H11NO2/c1-8-10(12(14)15)7-11(13-8)9-5-3-2-4-6-9/h2-7,13H,1H3,(H,14,15)	2-methyl-5-phenyl-1h-pyrrole-3-carboxylic acid	CC1=C(C=C(N1)C2=CC=CC=C2)C(=O)O	2.29999995	228241;21856999	PubChem:(228241 21856999);PubChem class - safety and toxic	67108866	202.08610961093288	119.4358777999878	1416_P10_SIRIUS_1568
1426	1	2	2	0.25025320375716054	-20.152468182619348	0.9999999999999999	32.781799962680495	C9H7NO2	[M + H]+	HCUARRIEZVDMPT	InChI=1S/C9H7NO2/c11-9(12)8-5-6-3-1-2-4-7(6)10-8/h1-5,10H,(H,11,12)	Oprea1_557882	C1=CC=C2C(=C1)C=C(N2)C(=O)O	1.49684334	72899;4288522;46781957;101007750	HMDB:(2285);ZINC bio:(ZINC00145536);additional;MeSH:(72899 4288522);PubMed;NORMAN:(NS00015137);COCONUT:(CNP0273430);Natural Products:(UNPD139452);PubChem:(72899 4288522 46781957 101007750);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-19401);KEGG Mine	8676763726	162.0552484543715	97.32614994049072	1109_P10_SIRIUS_1228
1427	1	2	2	N/A	-170.7992968488165	0.9999999999999999	32.781799962680495	C9H9NO3	[M - H2O + H]+	CVKJOHUNVFCNJV	InChI=1S/C9H9NO3/c11-8(4-5-9(12)13)7-3-1-2-6-10-7/h1-3,6H,4-5H2,(H,12,13)	4-Oxo-4-(2-pyridyl)butyric acid	C1=CC=NC(=C1)C(=O)CCC(=O)O	0.623111427	2760269;7009061	PubChem:(2760269 7009061);PubChem class - safety and toxic	67108866	162.0552484543715	97.32614994049072	1109_P10_SIRIUS_1228
