id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1819_P10_SIRIUS_2018	C25H36O6	[M + H]+	C25H36O6	Terpenoids	0.8648933172225952	Steroids	0.6122169494628906	Open-chain polyketides	0.8439717888832092	Steroids and steroid derivatives	0.5212000608444214					Steroids and steroid derivatives	0.5212000608444214	Lipids and lipid-like molecules	0.9201245307922363	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1417_P10_SIRIUS_1569	C12H10O5	[M + H]+	C12H10O5	Polyketides	0.9823414087295532	Chromanes	0.9066381454467773	Chromones	0.9592077136039734	Chromones	0.9343750476837158	Chromones	0.9343750476837158	1-benzopyrans	0.9928172826766968	Benzopyrans	0.9950159192085266	Organoheterocyclic compounds	0.9998220801353455	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carbonyl compounds; Phenol ethers; Benzenoids; Aryl-aldehydes; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1684_P10_SIRIUS_1864	C16H30O7	[M + Na]+	C16H30O7	Fatty acids	0.6692010164260864	Fatty esters	0.6632667779922485	Wax monoesters	0.7292124629020691	Fatty acid esters	0.6685258746147156			Fatty acid esters	0.6685258746147156	Fatty Acyls	0.7528160214424133	Lipids and lipid-like molecules	0.8286001086235046	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1961_P10_SIRIUS_2176	C14H18	[M + H]+	C14H18	Terpenoids	0.980473518371582	Sesquiterpenoids	0.9656881093978882	Guaiane sesquiterpenoids	0.6600139141082764	Guaianes	0.7000538110733032	Guaianes	0.7000538110733032	Sesquiterpenoids	0.38314321637153625	Prenol lipids	0.3325009346008301	Lipids and lipid-like molecules	0.24167007207870483	Organic compounds; Azulenes; Hydrocarbons; Olefins; Cyclic olefins; Guaianes; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities
1298_P10_SIRIUS_1435	C15H22O7	[M + H]+	C15H22O7	Shikimates and Phenylpropanoids	0.8116817474365234	Phenylethanoids (C6-C2)	0.655418872833252	Phenylethanoids	0.6684204339981079	Fatty acyl glycosides of mono- and disaccharides	0.5231153964996338	Fatty acyl glycosides of mono- and disaccharides	0.5231153964996338	Fatty acyl glycosides	0.3939879536628723	Fatty Acyls	0.3586103618144989	Lipids and lipid-like molecules	0.536727786064148	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Fatty acyl glycosides of mono- and disaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
1298_P10_SIRIUS_1435	C15H24O8	[M - H2O + H]+	C15H22O7	Shikimates and Phenylpropanoids	0.8116817474365234	Phenylethanoids (C6-C2)	0.655418872833252	Phenylethanoids	0.6684204339981079	Hexoses	0.6075562238693237	Monosaccharides	0.9045581221580505	Carbohydrates and carbohydrate conjugates	0.9812783598899841	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2097_P10_SIRIUS_2321	C20H31NO6	[M - H2O + H]+	C20H29NO5	Alkaloids	0.884901225566864	Peptide alkaloids	0.6851847171783447	Simple amide alkaloids	0.6330773234367371	Amino acids	0.8666679263114929	Amino acids and derivatives	0.825505793094635	Amino acids, peptides, and analogues	0.820125937461853	Carboxylic acids and derivatives	0.8703795671463013	Organic acids and derivatives	0.9429605603218079	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
2097_P10_SIRIUS_2321	C20H29NO5	[M + H]+	C20H29NO5	Alkaloids	0.884901225566864	Peptide alkaloids	0.6851847171783447	Simple amide alkaloids	0.6330773234367371	N-acyl amines	0.001902671530842781	N-acyl amines	0.001902671530842781	Fatty amides	0.05137753486633301	Fatty Acyls	0.6883795261383057	Lipids and lipid-like molecules	0.6086313724517822	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1568_P10_SIRIUS_1738	C26H22O9	[M + H]+	C26H22O9	Polyketides	0.883911669254303	Polycyclic aromatic polyketides	0.9363601207733154	Anthraquinones and anthrones	0.8806595206260681	Phenolic glycosides	0.5941576361656189	Glycosyl compounds	0.9431373476982117	Carbohydrates and carbohydrate conjugates	0.9820401072502136	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Anthracenes; Naphthalenes; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
1299_P10_SIRIUS_1437	C10H11NO3	[M + H]+	C10H11NO3	Alkaloids	0.5587339997291565	Small peptides	0.459746390581131	Aminoacids	0.3373044431209564	Carbamate esters	0.8508337140083313	Amino acids and derivatives	0.8391858339309692	Amino acids, peptides, and analogues	0.8392860889434814	Carboxylic acids and derivatives	0.9918973445892334	Organic acids and derivatives	0.9968515038490295	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazolidines; Oxazolidinones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carbamate esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Azolidines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1685_P10_SIRIUS_1865	C18H28O3	[M + H]+	C18H28O3	Fatty acids	0.9995847344398499	Octadecanoids	0.8998119235038757	Other Octadecanoids	0.9602054357528687	Lineolic acids and derivatives	0.8879989981651306			Lineolic acids and derivatives	0.8879989981651306	Fatty Acyls	0.9999244213104248	Lipids and lipid-like molecules	0.9998263716697693	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Cyclic ketones; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1685_P10_SIRIUS_1865	C18H30O4	[M - H2O + H]+	C18H28O3	Fatty acids	0.9995847344398499	Octadecanoids	0.8998119235038757	Other Octadecanoids	0.9602054357528687	Lineolic acids and derivatives	0.8879989981651306			Lineolic acids and derivatives	0.8879989981651306	Fatty Acyls	0.9999244213104248	Lipids and lipid-like molecules	0.9998263716697693	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1685_P10_SIRIUS_1865	C18H32O5	[M - H4O2 + H]+	C18H28O3	Fatty acids	0.9995847344398499	Octadecanoids	0.8998119235038757	Other Octadecanoids	0.9602054357528687	Lineolic acids and derivatives	0.8879989981651306			Lineolic acids and derivatives	0.8879989981651306	Fatty Acyls	0.9999244213104248	Lipids and lipid-like molecules	0.9998263716697693	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1159_P10_SIRIUS_1283	C24H32N4O7	[M + H]+	C24H32N4O7	Amino acids and Peptides	0.9999008178710938	Small peptides	0.9956226944923401	Tripeptides	0.9690927267074585	Oligopeptides	0.9495692849159241	Peptides	0.999104917049408	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
1820_P10_SIRIUS_2019	C25H38O5	[M - H2O + H]+	C25H36O4	Terpenoids	0.9463798403739929	Steroids	0.8726441860198975	Cholane steroids	0.590904176235199	Lipids and lipid-like molecules	0.9877246022224426							Lipids and lipid-like molecules	0.9877246022224426	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1820_P10_SIRIUS_2019	C25H40O6	[M - H4O2 + H]+	C25H36O4	Terpenoids	0.9463798403739929	Steroids	0.8726441860198975	Cholane steroids	0.590904176235199	Hydroxy bile acids, alcohols and derivatives	0.7872710824012756	Hydroxy bile acids, alcohols and derivatives	0.7872710824012756	Bile acids, alcohols and derivatives	0.8241614103317261	Steroids and steroid derivatives	0.8401454091072083	Lipids and lipid-like molecules	0.9877246022224426	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1820_P10_SIRIUS_2019	C25H36O4	[M + H]+	C25H36O4	Terpenoids	0.9463798403739929	Steroids	0.8726441860198975	Cholane steroids	0.590904176235199	Bile acids, alcohols and derivatives	0.8241614103317261			Bile acids, alcohols and derivatives	0.8241614103317261	Steroids and steroid derivatives	0.8401454091072083	Lipids and lipid-like molecules	0.9877246022224426	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities
1419_P10_SIRIUS_1571	C24H32N4O6S	[M + H]+	C24H32N4O6S	Amino acids and Peptides	0.9995145797729492	Small peptides	0.9991195797920227	Tripeptides	0.947766125202179	Oligopeptides	0.9414659738540649	Peptides	0.9989824891090393	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Pyrrolidine-2-ones; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2100_P10_SIRIUS_2324	C15H22O3	[M + Na]+	C15H22O3	Terpenoids	0.9849545955657959	Sesquiterpenoids	0.9755169749259949	Eudesmane sesquiterpenoids	0.3230285048484802	Sesquiterpenoids	0.7739458084106445			Sesquiterpenoids	0.7739458084106445	Prenol lipids	0.8641442656517029	Lipids and lipid-like molecules	0.8584332466125488	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Monocarboxylic acids and derivatives; Sesquiterpenoids; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1963_P10_SIRIUS_2178	C33H26O8	[M + K]+	C33H26O8	Shikimates and Phenylpropanoids	0.9988006353378296	Flavonoids	0.8446215987205505	Flavones	0.6523565649986267	4'-O-methylated flavonoids	0.676328718662262	4'-O-methylated flavonoids	0.676328718662262	O-methylated flavonoids	0.823203980922699	Flavonoids	0.931090235710144	Phenylpropanoids and polyketides	0.9863676428794861	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 4'-O-methylated flavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
1300_P10_SIRIUS_1438	C13H12O4	[M + Na]+	C13H12O4	Shikimates and Phenylpropanoids	0.7242050766944885	Flavonoids	0.548519492149353	Chalcones	0.23525336384773254	Styrenes	0.6040172576904297			Styrenes	0.6040172576904297	Benzene and substituted derivatives	0.9130667448043823	Benzenoids	0.9961100220680237	Organic compounds; Organoheterocyclic compounds; Styrenes; Pyrans; Phenols; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
1686_P10_SIRIUS_1866	C9H14O8	[M + H]+	C9H14O8	Shikimates and Phenylpropanoids	0.40999510884284973	Saccharides	0.30392417311668396	Monosaccharides	0.2210765928030014	Glycosyl compounds	0.5750505328178406	Glycosyl compounds	0.5750505328178406	Carbohydrates and carbohydrate conjugates	0.6951179504394531	Organooxygen compounds	0.9999963045120239	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1569_P10_SIRIUS_1741	C22H29NO8	[M - H2O + H]+	C22H27NO7	Alkaloids	0.9950135350227356	Tetramate alkaloids	0.972041666507721	Simple tetramate alkaloids	0.9964046478271484	Sesquiterpenoids	0.8656747937202454			Sesquiterpenoids	0.8656747937202454	Prenol lipids	0.9495430588722229	Lipids and lipid-like molecules	0.9946441650390625	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Oxazinanes; Ketones; Alcohols and polyols; Epoxides; Lactams; Pyrrolidines; Ethers; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Morpholines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Enones; Sesquiterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Heterocyclic fatty acids; Amines; Alkanolamines; Long-chain fatty acids; Pyrrolidine-2-ones; Alpha,beta-unsaturated carbonyl compounds; Methyl esters; Methyl-branched fatty acids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Alpha,beta-unsaturated ketones; Alpha-branched alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1569_P10_SIRIUS_1741	C22H27NO7	[M + H]+	C22H27NO7	Alkaloids	0.9950135350227356	Tetramate alkaloids	0.972041666507721	Simple tetramate alkaloids	0.9964046478271484	Sesquiterpenoids	0.8656747937202454			Sesquiterpenoids	0.8656747937202454	Prenol lipids	0.9495430588722229	Lipids and lipid-like molecules	0.9946441650390625	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Oxazinanes; Ketones; Alcohols and polyols; Epoxides; Lactams; Pyrrolidines; Ethers; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Enones; Sesquiterpenoids; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Alkanolamines; Long-chain fatty acids; Pyrrolidine-2-ones; Alpha,beta-unsaturated carbonyl compounds; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Alpha,beta-unsaturated ketones; Alpha-branched alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1301_P10_SIRIUS_1440	C41H59NO12	[M + H]+	C41H59NO12	Polyketides	0.8380525708198547	Macrolides	0.39454761147499084	Open-chain polyketides	0.048263069242239	Steroids and steroid derivatives	0.7176800966262817					Steroids and steroid derivatives	0.7176800966262817	Lipids and lipid-like molecules	0.9800033569335938	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Oxanes; Benzenoids; Tetrahydrofurans; Alpha-acyloxy ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Alpha-acyloxy carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1161_P10_SIRIUS_1285	C15H16O4	[M + H]+	C15H16O4	Terpenoids	0.98506098985672	Sesquiterpenoids	0.9876711368560791	Guaiane sesquiterpenoids	0.22403667867183685	Carboxylic acid esters	0.8793817162513733	Carboxylic acid esters	0.8793817162513733	Carboxylic acid derivatives	0.9919267892837524	Carboxylic acids and derivatives	0.99954754114151	Organic acids and derivatives	0.9996384382247925	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1822_P10_SIRIUS_2021	C18H16N2O2	[M + H]+	C18H16N2O2	Alkaloids	0.6568710207939148	Anthranilic acid alkaloids	0.587327778339386	Benzodiazepine alkaloids	0.24031710624694824	Alpha amino acids and derivatives	0.74888014793396	Amino acids and derivatives	0.8007864356040955	Amino acids, peptides, and analogues	0.8163371682167053	Carboxylic acids and derivatives	0.9857816100120544	Organic acids and derivatives	0.9985319375991821	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2101_P10_SIRIUS_2325	C12H16O4	[M - H2O + H]+	C12H14O3	Polyketides	0.7874345779418945	Cyclic polyketides	0.2552798390388489	2-pyrone derivatives	0.23100493848323822	Alkyl aryl ethers	0.6969143748283386	Alkyl aryl ethers	0.6969143748283386	Ethers	0.3257068693637848	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Secondary alcohols; Polyols; 1,2-diols; Aromatic alcohols; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
2101_P10_SIRIUS_2325	C12H14O3	[M + H]+	C12H14O3	Polyketides	0.7874345779418945	Cyclic polyketides	0.2552798390388489	2-pyrone derivatives	0.23100493848323822	Alkyl aryl ethers	0.6969143748283386	Alkyl aryl ethers	0.6969143748283386	Ethers	0.3257068693637848	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Alkyl aryl ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1570_P10_SIRIUS_1742	C22H27NO7	[M + Na]+	C22H27NO7	Alkaloids	0.9305868744850159	Tryptophan alkaloids	0.16333527863025665	Simple tetramate alkaloids	0.10658448189496994	Carbonic acid diesters	0.9304353594779968			Carbonic acid diesters	0.9304353594779968	Organic carbonic acids and derivatives	0.6355475783348083	Organic acids and derivatives	0.9980021119117737	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Enones; Carbonic acid diesters; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Enol esters; Amines; Alpha,beta-unsaturated carboxylic esters; Alpha,beta-unsaturated ketones; Alpha-branched alpha,beta-unsaturated ketones; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
