row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20220918_LFX_AB_19_P10B07_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_F.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_D.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_A.mzML Peak area,20220918_LFX_AB_07_P10A07_1_POS.mzML Peak area,20220918_LFX_AB_01_P10A01_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_H.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_G.mzML Peak area,20220918_LFX_AB_18_P10B06_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_B.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_C.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_pre_E.mzML Peak area,20220918_LFX_AB_04_P10A04_1_POS.mzML Peak area,20220918_LFX_AB_06_P10A06_1_POS.mzML Peak area,20220918_LFX_AB_02_P10A02_1_POS.mzML Peak area,20220918_LFX_AB_05_P09A05_1_POS_QC_post_H.mzML Peak area,20220918_LFX_AB_28_P10C04_1_POS.mzML Peak area,20220918_LFX_AB_22_P10B10_1_POS.mzML Peak area,20220918_LFX_AB_20_P10B08_1_POS.mzML Peak area,20220918_LFX_AB_08_P10A08_1_POS.mzML Peak area,20220918_LFX_AB_37_P10D01_1_POS.mzML Peak area,20220918_LFX_AB_05_P10A05_1_POS.mzML Peak area,20220918_LFX_AB_14_P10B02_1_POS.mzML Peak area,20220918_LFX_AB_21_P10B09_1_POS.mzML Peak area,20220918_LFX_AB_13_P10B01_1_POS.mzML Peak area,20220918_LFX_AB_15_P10B03_1_POS.mzML Peak area,20220918_LFX_AB_03_P10A03_1_POS.mzML Peak area,20220918_LFX_AB_24_P10B12_1_POS.mzML Peak area,20220918_LFX_AB_17_P10B05_1_POS.mzML Peak area,20220918_LFX_AB_12_P10A12_1_POS.mzML Peak area,20220918_LFX_AB_10_P10A10_1_POS.mzML Peak area,20220918_LFX_AB_11_P10A11_1_POS.mzML Peak area,20220918_LFX_AB_38_P10D02_1_POS.mzML Peak area,20220918_LFX_AB_29_P10C05_1_POS.mzML Peak area,20220918_LFX_AB_25_P10C01_1_POS.mzML Peak area,20220918_LFX_AB_45_P10D09_1_POS.mzML Peak area,20220918_LFX_AB_44_P10D08_1_POS.mzML Peak area,20220918_LFX_AB_09_P10A09_1_POS.mzML Peak area,20220918_LFX_AB_31_P10C07_1_POS.mzML Peak area,20220918_LFX_AB_34_P10C10_1_POS.mzML Peak area,20220918_LFX_AB_16_P10B04_1_POS.mzML Peak area,20220918_LFX_AB_23_P10B11_1_POS.mzML Peak area,20220918_LFX_AB_39_P10D03_1_POS.mzML Peak area,20220918_LFX_AB_26_P10C02_1_POS.mzML Peak area,20220918_LFX_AB_36_P10C12_1_POS.mzML Peak area,20220918_LFX_AB_47_P10D11_1_POS.mzML Peak area,20220918_LFX_AB_27_P10C03_1_POS.mzML Peak area,20220918_LFX_AB_33_P10C09_1_POS.mzML Peak area,20220918_LFX_AB_48_P10D12_1_POS.mzML Peak area,20220918_LFX_AB_70_P10F10_1_POS.mzML Peak area,20220918_LFX_AB_58_P10E10_1_POS.mzML Peak area,20220918_LFX_AB_32_P10C08_1_POS.mzML Peak area,20220918_LFX_AB_30_P10C06_1_POS.mzML Peak area,20220918_LFX_AB_43_P10D07_1_POS.mzML Peak area,20220918_LFX_AB_50_P10E02_1_POS.mzML Peak area,20220918_LFX_AB_49_P10E01_1_POS.mzML Peak area,20220918_LFX_AB_46_P10D10_1_POS.mzML Peak area,20220918_LFX_AB_41_P10D05_1_POS.mzML Peak area,20220918_LFX_AB_51_P10E03_1_POS.mzML Peak area,20220918_LFX_AB_54_P10E06_1_POS.mzML Peak area,20220918_LFX_AB_67_P10F08_1_POS.mzML Peak area,20220918_LFX_AB_52_P10E04_1_POS.mzML Peak area,20220918_LFX_AB_35_P10C11_1_POS.mzML Peak area,20220918_LFX_AB_53_P10E05_1_POS.mzML Peak area,20220918_LFX_AB_73_P10G01_1_POS.mzML Peak area,20220918_LFX_AB_64_P10F04_1_POS.mzML Peak area,20220918_LFX_AB_78_P10G06_1_POS.mzML Peak area,20220918_LFX_AB_69_P10F09_1_POS.mzML Peak area,20220918_LFX_AB_63_P10F03_1_POS.mzML Peak area,20220918_LFX_AB_55_P10E07_1_POS.mzML Peak area,20220918_LFX_AB_74_P10G02_1_POS.mzML Peak area,20220918_LFX_AB_62_P10F02_1_POS.mzML Peak area,20220918_LFX_AB_42_P10D06_1_POS.mzML Peak area,20220918_LFX_AB_68_P10F09_1_POS.mzML Peak area,20220918_LFX_AB_57_P10E09_1_POS.mzML Peak area,20220918_LFX_AB_65_P10F05_1_POS.mzML Peak area,20220918_LFX_AB_59_P10E11_1_POS.mzML Peak area,20220918_LFX_AB_40_P10D04_1_POS.mzML Peak area,20220918_LFX_AB_71_P10F11_1_POS.mzML Peak area,20220918_LFX_AB_61_P10F01_1_POS.mzML Peak area,20220918_LFX_AB_85_P10H01_1_POS.mzML Peak area,20220918_LFX_AB_79_P10G07_1_POS.mzML Peak area,20220918_LFX_AB_75_P10G03_1_POS.mzML Peak area,20220918_LFX_AB_89_P10H05_1_POS.mzML Peak area,20220918_LFX_AB_72_P10F12_1_POS.mzML Peak area,20220918_LFX_AB_56_P10E08_1_POS.mzML Peak area,20220918_LFX_AB_95_P10H11_1_POS.mzML Peak area,20220918_LFX_AB_83_P10G11_1_POS.mzML Peak area,20220918_LFX_AB_60_P10E12_1_POS.mzML Peak area,20220918_LFX_AB_92_P10H08_1_POS.mzML Peak area,20220918_LFX_AB_77_P10G05_1_POS.mzML Peak area,20220918_LFX_AB_66_P10F06_1_POS.mzML Peak area,20220918_LFX_AB_76_P10G04_1_POS.mzML Peak area,20220918_LFX_AB_84_P10G12_1_POS.mzML Peak area,20220918_LFX_AB_81_P10G09_1_POS.mzML Peak area,20220918_LFX_AB_80_P10G08_1_POS.mzML Peak area,20220918_LFX_AB_90_P10H06_1_POS.mzML Peak area,20220918_LFX_AB_91_P10H07_1_POS.mzML Peak area,20220918_LFX_AB_88_P10H04_1_POS.mzML Peak area,20220918_LFX_AB_87_P10H03_1_POS.mzML Peak area,20220918_LFX_AB_96_P10H12_1_POS.mzML Peak area,20220918_LFX_AB_93_P10H09_1_POS.mzML Peak area,20220918_LFX_AB_94_P10H10_1_POS.mzML Peak area,20220918_LFX_AB_82_P10G10_1_POS.mzML Peak area,20220918_LFX_AB_86_P10H02_1_POS.mzML Peak area,
1571,505.21144294944673,1.9966031,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654035.94,0,0,0,0,0,0,0,
1572,255.06510293601133,1.9973214,,,,,,,,,,,620951.0,1020459.94,1015950.5,1020287.4,0,581109.2,1023067.3,1014224.5,0,1022872.6,1016302.56,1035953.5,1140352.0,759092.5,970939.8,1004762.56,866818.2,0,0,0,697074.1,811464.0,850082.3,1020236.75,817713.4,1098417.1,0,0,555823.4,0,588900.0,0,768314.1,0,0,0,0,868355.5,718353.8,0,0,0,851700.5,1032132.2,0,0,1024382.4,0,0,0,779564.56,986038.06,877229.5,0,838755.9,782504.0,0,708748.6,0,0,0,0,0,950350.4,0,0,0,754420.6,963928.56,0,0,0,155685.77,0,0,0,0,0,0,0,0,0,1373230.8,885491.2,0,0,0,0,0,723591.56,808631.6,0,0,0,0,0,0,1131796.5,0,0,0,993743.25,0,1009878.56,0,
1573,217.15879428080265,1.998108,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281719.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868688.44,551817.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102947.24,0,0,0,0,0,0,
1574,225.112137015171,1.9982578,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522838.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1575,302.11391767030165,2.0013623,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269865.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1577,376.1604834888606,2.0041368,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133044.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1578,367.21107910775146,2.004158,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111426.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1580,338.1384211048747,2.0049207,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3696890.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1581,356.14898554646976,2.0049207,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6279228.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1582,227.17525706534576,2.00612,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211083.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1583,239.20054488375501,2.0063696,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130461.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1584,179.07065791048058,2.006585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465517.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1585,203.1795824457896,2.0123158,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292944.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392920.88,
1586,251.16369646769084,2.01368,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70457.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1587,238.07802771994798,2.0175645,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533448.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1589,253.17991849410916,2.018273,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571055.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1590,152.1071161984517,2.021748,,,,,,,,,,,0,235122.89,239252.05,240948.12,0,0,234350.52,241020.3,0,248588.9,244674.55,260147.02,0,0,0,233070.12,0,0,0,0,0,1015519.06,0,0,0,0,0,0,224057.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363299.2,0,0,0,0,0,0,0,0,0,0,0,0,
1591,165.0911286342238,2.021894,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662886.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1592,183.10169815978477,2.021894,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924463.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1593,301.2009464585277,2.0220754,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122689.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1594,425.25287283027467,2.0237498,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858947.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1595,173.13224228758907,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1597,227.14265654357078,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802257.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1598,245.15320019872448,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5882990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1599,263.1637426016574,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9701938E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1600,264.1670370571186,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459471.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1601,303.15608253238,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750938.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1602,339.1546314180787,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582881.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1603,440.2310250594636,2.0247,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576481.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1604,390.19236893800826,2.02541,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459229.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1605,399.2528885139034,2.026259,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226109.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1606,417.26349522038475,2.026259,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1608,221.08051586726077,2.0290613,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489253.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1609,239.090998207657,2.0290613,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705089.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1610,275.1970907563621,2.0296545,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697571.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1611,347.2218074463332,2.02978,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221290.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1612,265.143575644711,2.0346792,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428417.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1613,301.0707071571828,2.0379982,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.558442E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1614,272.18549795765097,2.0396156,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901675.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1615,235.1692559722996,2.039621,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734754.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2374216.8,1161098.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230363.6,0,0,0,0,0,
1616,200.12838400343583,2.040795,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161255.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1617,151.03933901122764,2.0425787,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278951.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1619,358.2699941842262,2.0458734,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769783.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
